"dimensions" "deviance" "logLik" "AIC" "weight.1" "weight.2" "weight.3" "weight.4" "weight.5" "weight.6" "weight.7" "weight.8" "weight.9" "weight.10" "dimselect" "var.exp.1" "var.exp.2" "var.exp.3" "var.exp.4" "var.exp.5" "var.exp.6" "var.exp.7" "var.exp.8" "var.exp.9" "var.exp.10"
"Control.optim.D1.r9.Rdata" 1 57663.506490652 31079.0109376593 62216.0218753187 22.3838518198103 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 1 9.84035591453114e-35 9.84035591453114e-35 9.84035591453114e-35 9.84035591453114e-35 9.84035591453114e-35 9.84035591453114e-35 9.84035591453114e-35 9.84035591453114e-35 9.84035591453114e-35
"Control.optim.D2.r1.Rdata" 2 53410.8667344889 28952.6910595778 57997.3821191556 24.8321237724543 4.25302166188557 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.971502205414395 0.0284977945856046 7.76777277961549e-35 7.76777277961549e-35 7.76777277961549e-35 7.76777277961549e-35 7.76777277961549e-35 7.76777277961549e-35 7.76777277961549e-35 7.76777277961549e-35
"Control.optim.D2.r10.Rdata" 2 53487.8922291459 28991.2038069063 58074.4076138126 25.2877801802741 5.04734333255726 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.96168769012265 0.0383123098773502 7.41469160950481e-35 7.41469160950481e-35 7.41469160950481e-35 7.41469160950481e-35 7.41469160950481e-35 7.41469160950481e-35 7.41469160950481e-35 7.41469160950481e-35
"Control.optim.D2.r11.Rdata" 2 54619.1154270047 29556.8154058357 59205.6308116714 19.2558069474325 2.34636021418418 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.985369305058217 0.0146306949417828 1.31025562894663e-34 1.31025562894663e-34 1.31025562894663e-34 1.31025562894663e-34 1.31025562894663e-34 1.31025562894663e-34 1.31025562894663e-34 1.31025562894663e-34
"Control.optim.D2.r12.Rdata" 2 53219.0134474021 28856.7644160344 57805.5288320688 26.5973146940919 5.54540215957026 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.958340840164485 0.0416591598355156 6.67920639027213e-35 6.67920639027213e-35 6.67920639027213e-35 6.67920639027213e-35 6.67920639027213e-35 6.67920639027213e-35 6.67920639027213e-35 6.67920639027213e-35
"Control.optim.D2.r13.Rdata" 2 53356.3244327459 28925.4199087063 57942.8398174127 23.1484364958586 4.20896832909642 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.967997619894786 0.0320023801052144 8.90658904995465e-35 8.90658904995465e-35 8.90658904995465e-35 8.90658904995465e-35 8.90658904995465e-35 8.90658904995465e-35 8.90658904995465e-35 8.90658904995465e-35
"Control.optim.D2.r14.Rdata" 2 53292.2430725737 28893.3792286202 57878.7584572404 24.2895461501004 5.43952482868825 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.952243641045284 0.047756358954716 7.95773975128784e-35 7.95773975128784e-35 7.95773975128784e-35 7.95773975128784e-35 7.95773975128784e-35 7.95773975128784e-35 7.95773975128784e-35 7.95773975128784e-35
"Control.optim.D2.r15.Rdata" 2 53371.1835555787 28932.8494701227 57957.6989402454 23.4236417565161 4.38937794517876 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.966075897492221 0.0339241025077788 8.68126200112949e-35 8.68126200112949e-35 8.68126200112949e-35 8.68126200112949e-35 8.68126200112949e-35 8.68126200112949e-35 8.68126200112949e-35 8.68126200112949e-35
"Control.optim.D2.r16.Rdata" 2 53349.9932848257 28922.2543347462 57936.5086694924 23.0182528911114 4.68485898666636 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.960224019187739 0.0397759808122609 8.93528279022671e-35 8.93528279022671e-35 8.93528279022671e-35 8.93528279022671e-35 8.93528279022671e-35 8.93528279022671e-35 8.93528279022671e-35 8.93528279022671e-35
"Control.optim.D2.r17.Rdata" 2 53322.8078531654 28908.661618916 57909.3232378321 25.254295309529 5.11907201274897 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.960533860373592 0.0394661396264076 7.42544731247763e-35 7.42544731247763e-35 7.42544731247763e-35 7.42544731247763e-35 7.42544731247763e-35 7.42544731247763e-35 7.42544731247763e-35 7.42544731247763e-35
"Control.optim.D2.r18.Rdata" 2 53206.5198648327 28850.5176247497 57793.0352494994 27.6810337694644 5.58029929674833 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.960947396707122 0.0390526032928782 6.18323076600528e-35 6.18323076600528e-35 6.18323076600528e-35 6.18323076600528e-35 6.18323076600528e-35 6.18323076600528e-35 6.18323076600528e-35 6.18323076600528e-35
"Control.optim.D2.r19.Rdata" 2 53305.9020475276 28900.2087160971 57892.4174321943 23.8056665281817 5.32998150210953 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.952263785039696 0.0477362149603043 8.28470460124368e-35 8.28470460124368e-35 8.28470460124368e-35 8.28470460124368e-35 8.28470460124368e-35 8.28470460124368e-35 8.28470460124368e-35 8.28470460124368e-35
"Control.optim.D2.r2.Rdata" 2 53293.651447063 28894.0834158648 57880.1668317297 24.3514888366527 5.28161701982757 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.955071821951805 0.044928178048195 7.9408217094808e-35 7.9408217094808e-35 7.9408217094808e-35 7.9408217094808e-35 7.9408217094808e-35 7.9408217094808e-35 7.9408217094808e-35 7.9408217094808e-35
"Control.optim.D2.r20.Rdata" 2 53647.4155497699 29070.9654672183 58233.9309344366 21.9492783328561 3.67119748297708 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.972786004038528 0.0272139959614722 9.9553669625827e-35 9.9553669625827e-35 9.9553669625827e-35 9.9553669625827e-35 9.9553669625827e-35 9.9553669625827e-35 9.9553669625827e-35 9.9553669625827e-35
"Control.optim.D2.r21.Rdata" 2 53228.6687481029 28861.5920663848 57815.1841327696 25.5488000592128 4.86055139826551 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.965070753330643 0.0349292466693571 7.28951426492627e-35 7.28951426492627e-35 7.28951426492627e-35 7.28951426492627e-35 7.28951426492627e-35 7.28951426492627e-35 7.28951426492627e-35 7.28951426492627e-35
"Control.optim.D2.r22.Rdata" 2 53347.5311506269 28921.0232676468 57934.0465352936 23.6958652128851 4.44869685315143 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.965953179575318 0.034046820424682 8.48186558302566e-35 8.48186558302566e-35 8.48186558302566e-35 8.48186558302566e-35 8.48186558302566e-35 8.48186558302566e-35 8.48186558302566e-35 8.48186558302566e-35
"Control.optim.D2.r23.Rdata" 2 53317.6467241038 28906.0810543852 57904.1621087705 23.7164611546131 4.63279710273027 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.963244419229268 0.0367555807707318 8.44339641347419e-35 8.44339641347419e-35 8.44339641347419e-35 8.44339641347419e-35 8.44339641347419e-35 8.44339641347419e-35 8.44339641347419e-35 8.44339641347419e-35
"Control.optim.D2.r24.Rdata" 2 53331.5733586207 28913.0443716437 57918.0887432875 22.48573286813 3.83938184686518 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.971671220742201 0.0283287792577994 9.4751413387514e-35 9.4751413387514e-35 9.4751413387514e-35 9.4751413387514e-35 9.4751413387514e-35 9.4751413387514e-35 9.4751413387514e-35 9.4751413387514e-35
"Control.optim.D2.r25.Rdata" 2 53575.0771868675 29034.7962857671 58161.5925715342 21.3673298711879 3.39143198309654 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.975426872750969 0.0245731272490309 1.05335474893422e-34 1.05335474893422e-34 1.05335474893422e-34 1.05335474893422e-34 1.05335474893422e-34 1.05335474893422e-34 1.05335474893422e-34 1.05335474893422e-34
"Control.optim.D2.r26.Rdata" 2 53291.1336378889 28892.8245112778 57877.6490225556 24.6463219492473 5.60952651009444 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.950749107879732 0.0492508921202679 7.71688703807613e-35 7.71688703807613e-35 7.71688703807613e-35 7.71688703807613e-35 7.71688703807613e-35 7.71688703807613e-35 7.71688703807613e-35 7.71688703807613e-35
"Control.optim.D2.r27.Rdata" 2 53438.8284112156 28966.6718979412 58025.3437958824 20.4870143374301 3.10329708271831 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.977569598344132 0.0224304016558676 1.14834079925326e-34 1.14834079925326e-34 1.14834079925326e-34 1.14834079925326e-34 1.14834079925326e-34 1.14834079925326e-34 1.14834079925326e-34 1.14834079925326e-34
"Control.optim.D2.r28.Rdata" 2 53302.9216033913 28898.718494029 57889.436988058 24.9594186046221 5.84142040059941 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.948071124765039 0.0519288752349611 7.50330224406395e-35 7.50330224406395e-35 7.50330224406395e-35 7.50330224406395e-35 7.50330224406395e-35 7.50330224406395e-35 7.50330224406395e-35 7.50330224406395e-35
"Control.optim.D2.r29.Rdata" 2 53295.0186760296 28894.7670303481 57881.5340606963 24.2428020076846 5.46856142366588 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.951579885379269 0.0484201146207311 7.98288871486715e-35 7.98288871486715e-35 7.98288871486715e-35 7.98288871486715e-35 7.98288871486715e-35 7.98288871486715e-35 7.98288871486715e-35 7.98288871486715e-35
"Control.optim.D2.r3.Rdata" 2 53346.5003995817 28920.5078921242 57933.0157842484 23.4499470217111 4.66767714053367 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.961889633128878 0.0381103668711217 8.62426242920878e-35 8.62426242920878e-35 8.62426242920878e-35 8.62426242920878e-35 8.62426242920878e-35 8.62426242920878e-35 8.62426242920878e-35 8.62426242920878e-35
"Control.optim.D2.r30.Rdata" 2 53405.1484002086 28949.8318924376 57991.6637848753 23.5278467613655 4.6200463850824 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.962872386204567 0.0371276137954333 8.57600088287081e-35 8.57600088287081e-35 8.57600088287081e-35 8.57600088287081e-35 8.57600088287081e-35 8.57600088287081e-35 8.57600088287081e-35 8.57600088287081e-35
"Control.optim.D2.r31.Rdata" 2 53304.3061066391 28899.4107456529 57890.8214913058 23.4891004528081 4.67079992776879 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.961962842383513 0.0380371576164865 8.59618943435506e-35 8.59618943435506e-35 8.59618943435506e-35 8.59618943435506e-35 8.59618943435506e-35 8.59618943435506e-35 8.59618943435506e-35 8.59618943435506e-35
"Control.optim.D2.r32.Rdata" 2 53292.7490605029 28893.6322225848 57879.2644451696 25.1092657815035 6.24382159183356 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.941766084832349 0.058233915167651 7.36470694140561e-35 7.36470694140561e-35 7.36470694140561e-35 7.36470694140561e-35 7.36470694140561e-35 7.36470694140561e-35 7.36470694140561e-35 7.36470694140561e-35
"Control.optim.D2.r33.Rdata" 2 53699.8181104418 29097.1667475543 58286.3334951085 19.9539017248119 2.65691592736576 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.98257922214163 0.0174207778583703 1.21672482543681e-34 1.21672482543681e-34 1.21672482543681e-34 1.21672482543681e-34 1.21672482543681e-34 1.21672482543681e-34 1.21672482543681e-34 1.21672482543681e-34
"Control.optim.D2.r34.Rdata" 2 53250.253042087 28872.3842133769 57836.7684267537 25.3037682016018 4.88538051775932 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.964063798774616 0.0359362012253839 7.4236215710822e-35 7.4236215710822e-35 7.4236215710822e-35 7.4236215710822e-35 7.4236215710822e-35 7.4236215710822e-35 7.4236215710822e-35 7.4236215710822e-35
"Control.optim.D2.r35.Rdata" 2 53442.479196639 28968.4972906529 58028.9945813057 20.7068398456256 2.51411860548417 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.985472582395398 0.0145274176046018 1.13317594782362e-34 1.13317594782362e-34 1.13317594782362e-34 1.13317594782362e-34 1.13317594782362e-34 1.13317594782362e-34 1.13317594782362e-34 1.13317594782362e-34
"Control.optim.D2.r36.Rdata" 2 53361.9286801276 28928.2220323972 57948.4440647943 22.3932335279807 4.23993755058552 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.965391038736655 0.0346089612633451 9.49183315661699e-35 9.49183315661699e-35 9.49183315661699e-35 9.49183315661699e-35 9.49183315661699e-35 9.49183315661699e-35 9.49183315661699e-35 9.49183315661699e-35
"Control.optim.D2.r37.Rdata" 2 53573.6750433838 29034.0952140253 58160.1904280505 21.2981099399281 1.97208293530924 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.9914991846538 0.00850081534619978 1.07768213452982e-34 1.07768213452982e-34 1.07768213452982e-34 1.07768213452982e-34 1.07768213452982e-34 1.07768213452982e-34 1.07768213452982e-34 1.07768213452982e-34
"Control.optim.D2.r38.Rdata" 2 53315.5078482364 28905.0116164515 57902.0232329031 23.0639919243721 4.6447204534944 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.961025106213949 0.0389748937860515 8.9073030787896e-35 8.9073030787896e-35 8.9073030787896e-35 8.9073030787896e-35 8.9073030787896e-35 8.9073030787896e-35 8.9073030787896e-35 8.9073030787896e-35
"Control.optim.D2.r39.Rdata" 2 53600.5988533268 29047.5571189968 58187.1142379935 19.3089570032365 3.10485911099146 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.974795409806596 0.0252045901934041 1.28906938891542e-34 1.28906938891542e-34 1.28906938891542e-34 1.28906938891542e-34 1.28906938891542e-34 1.28906938891542e-34 1.28906938891542e-34 1.28906938891542e-34
"Control.optim.D2.r4.Rdata" 2 53316.4844521901 28905.4999184284 57902.9998368568 24.7853903593684 5.20443529533276 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.957770386617545 0.0422296133824552 7.68688403608265e-35 7.68688403608265e-35 7.68688403608265e-35 7.68688403608265e-35 7.68688403608265e-35 7.68688403608265e-35 7.68688403608265e-35 7.68688403608265e-35
"Control.optim.D2.r40.Rdata" 2 53381.7621920598 28938.1387883632 57968.2775767265 20.7945033592575 3.04133697209835 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.97905694984995 0.0209430501500503 1.11632667030163e-34 1.11632667030163e-34 1.11632667030163e-34 1.11632667030163e-34 1.11632667030163e-34 1.11632667030163e-34 1.11632667030163e-34 1.11632667030163e-34
"Control.optim.D2.r41.Rdata" 2 53780.9402273802 29137.7278060234 58367.4556120469 20.1551913030362 2.57190387314732 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.98397784474754 0.0160221552524599 1.19424084773225e-34 1.19424084773225e-34 1.19424084773225e-34 1.19424084773225e-34 1.19424084773225e-34 1.19424084773225e-34 1.19424084773225e-34 1.19424084773225e-34
"Control.optim.D2.r42.Rdata" 2 53353.975382452 28924.2453835594 57940.4907671187 22.7107972854209 4.04250135473736 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.969289348694459 0.030710651305541 9.26550574508986e-35 9.26550574508986e-35 9.26550574508986e-35 9.26550574508986e-35 9.26550574508986e-35 9.26550574508986e-35 9.26550574508986e-35 9.26550574508986e-35
"Control.optim.D2.r43.Rdata" 2 53347.3590079088 28920.9371962878 57933.8743925755 24.0903895059803 5.08152661804237 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.957401447169793 0.0425985528302069 8.13367633873276e-35 8.13367633873276e-35 8.13367633873276e-35 8.13367633873276e-35 8.13367633873276e-35 8.13367633873276e-35 8.13367633873276e-35 8.13367633873276e-35
"Control.optim.D2.r44.Rdata" 2 53367.1271410432 28930.821262855 57953.6425257099 23.906947837666 4.53068749841633 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.965329852841843 0.0346701471581567 8.32737112000249e-35 8.32737112000249e-35 8.32737112000249e-35 8.32737112000249e-35 8.32737112000249e-35 8.32737112000249e-35 8.32737112000249e-35 8.32737112000249e-35
"Control.optim.D2.r45.Rdata" 2 53322.5284029512 28908.5218938089 57909.0437876179 24.2108944946426 4.39058916204328 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.968160141373673 0.031839858626327 8.14340397456205e-35 8.14340397456205e-35 8.14340397456205e-35 8.14340397456205e-35 8.14340397456205e-35 8.14340397456205e-35 8.14340397456205e-35 8.14340397456205e-35
"Control.optim.D2.r46.Rdata" 2 53306.2691047284 28900.3922446976 57892.7844893951 23.8418522128102 4.69395006439689 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.962685189744365 0.0373148102556352 8.34996698380642e-35 8.34996698380642e-35 8.34996698380642e-35 8.34996698380642e-35 8.34996698380642e-35 8.34996698380642e-35 8.34996698380642e-35 8.34996698380642e-35
"Control.optim.D2.r47.Rdata" 2 53360.4846631638 28927.5000239153 57947.0000478305 22.1370044109779 3.80773143480374 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.97126362132251 0.0287363786774901 9.77191926686321e-35 9.77191926686321e-35 9.77191926686321e-35 9.77191926686321e-35 9.77191926686321e-35 9.77191926686321e-35 9.77191926686321e-35 9.77191926686321e-35
"Control.optim.D2.r48.Rdata" 2 53317.9224116001 28906.2188981334 57904.4377962668 23.2272552266747 5.43881413149938 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.948020695002867 0.0519793049971325 8.66368163222941e-35 8.66368163222941e-35 8.66368163222941e-35 8.66368163222941e-35 8.66368163222941e-35 8.66368163222941e-35 8.66368163222941e-35 8.66368163222941e-35
