"dimensions" "deviance" "logLik" "AIC" "weight.1" "weight.2" "weight.3" "weight.4" "weight.5" "weight.6" "weight.7" "weight.8" "weight.9" "weight.10" "dimselect" "var.exp.1" "var.exp.2" "var.exp.3" "var.exp.4" "var.exp.5" "var.exp.6" "var.exp.7" "var.exp.8" "var.exp.9" "var.exp.10"
"Control.optim.D5.r38.Rdata" 5 51389.3889281831 27941.9521564249 56053.9043128498 23.9423713823416 5.62436815090015 2.58824854168006 2.44445774759115 1.01767208377036 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.926697396289324 0.0511388664562041 0.010829678716009 0.00965981227125115 0.00167424626721205 7.97047249778898e-35 7.97047249778898e-35 7.97047249778898e-35 7.97047249778898e-35 7.97047249778898e-35
"Control.optim.D5.r39.Rdata" 5 51051.2721856151 27772.8937851409 55715.7875702818 23.9879077710677 12.8827940298774 8.14285552268911 2.16092799772403 1.79840220739902 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2 0.705520476533079 0.203490907618875 0.0812977152643029 0.00572539527097789 0.00396550531276529 6.04512566183275e-35 6.04512566183275e-35 6.04512566183275e-35 6.04512566183275e-35 6.04512566183275e-35
"Control.optim.D5.r4.Rdata" 5 51393.63121797 27944.0733013184 56058.1466026368 33.6058166734835 6.47868308033694 4.12269232952775 2.15553288888167 1.44443982876076 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.945021163365209 0.0351225547838471 0.014222452015003 0.00388796130535426 0.00174586853058672 4.12565661031049e-35 4.12565661031049e-35 4.12565661031049e-35 4.12565661031049e-35 4.12565661031049e-35
"Control.optim.D5.r40.Rdata" 5 51482.9545983357 27988.7349915012 56147.4699830024 23.8543419123712 6.22242684453966 5.30506579825115 2.09412427844979 1.37386488706687 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.886111510252538 0.0602938612300584 0.0438263242738702 0.00682902027210358 0.00293928397143014 7.67774969021197e-35 7.67774969021197e-35 7.67774969021197e-35 7.67774969021197e-35 7.67774969021197e-35
"Control.optim.D5.r41.Rdata" 5 51884.6521204566 28189.5837525617 56549.1675051233 23.3957475769855 6.09885457713649 2.12033643033978 1.78559948496122 1.34299204170834 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.921413599069258 0.062614846429985 0.00756816015828922 0.00536721345587262 0.00303618088659525 8.29967744804077e-35 8.29967744804077e-35 8.29967744804077e-35 8.29967744804077e-35 8.29967744804077e-35
"Control.optim.D5.r42.Rdata" 5 51419.8502556391 27957.1828201529 56084.3656403058 25.6194471125123 4.89210493825682 3.05833016980045 2.01982895271518 1.60244715303779 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.942647980312562 0.0343717436255526 0.0134331781106562 0.0058592121276272 0.0036878858236018 7.08093301644061e-35 7.08093301644061e-35 7.08093301644061e-35 7.08093301644061e-35 7.08093301644061e-35
"Control.optim.D5.r43.Rdata" 5 51388.9324191335 27941.7239019001 56053.4478038002 27.150966413871 5.63257141899589 3.72733259875788 2.5181036220185 1.44479628884316 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.931691557509795 0.0400972870306082 0.0175589228383817 0.00801398952720429 0.00263824309401047 6.23134829050749e-35 6.23134829050749e-35 6.23134829050749e-35 6.23134829050749e-35 6.23134829050749e-35
"Control.optim.D5.r44.Rdata" 5 51517.7720155398 28006.1437001032 56182.2874002065 26.3075526467146 6.94942898859338 5.46022389999027 2.87661565925147 0.93821221947768 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.888030223150947 0.0619676595252763 0.0382549601236542 0.0106177019711257 0.00112945522899642 6.32626385354843e-35 6.32626385354843e-35 6.32626385354843e-35 6.32626385354843e-35 6.32626385354843e-35
"Control.optim.D5.r45.Rdata" 5 52048.2646241736 28271.3900044202 56712.7800088403 25.4383272030352 5.07169900247924 2.43522025428664 1.29149652044874 0.637432302420536 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.950462738215025 0.0377802597095687 0.00871032764563012 0.00244987811453412 0.000596796315242548 7.24166529457701e-35 7.24166529457701e-35 7.24166529457701e-35 7.24166529457701e-35 7.24166529457701e-35
"Control.optim.D5.r46.Rdata" 5 51149.2903158805 27821.9028502736 55813.8057005472 29.6853059781018 7.53136013175799 4.29061644300206 2.89584598856175 1.81279983154324 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.91032942269563 0.0585952417455747 0.0190175648495766 0.00866296264911743 0.00339480806010157 5.09326146249686e-35 5.09326146249686e-35 5.09326146249686e-35 5.09326146249686e-35 5.09326146249686e-35
"Control.optim.D5.r47.Rdata" 5 51062.6237128493 27778.569548758 55727.139097516 26.0775660451549 4.6865168072212 3.349348343946 3.00733913614589 1.31282808590533 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.939295758964347 0.0303367191657182 0.0154949039880018 0.0124920313522143 0.00238058652971871 6.81002497145791e-35 6.81002497145791e-35 6.81002497145791e-35 6.81002497145791e-35 6.81002497145791e-35
"Control.optim.D5.r48.Rdata" 5 51266.1483541007 27880.3318693837 55930.6637387674 24.9453599985343 6.81507290505813 3.77102984043287 2.56941852171254 1.64499461353989 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.898917543785794 0.0670936342707699 0.020542828610224 0.0095369609772538 0.00390903235595817 7.12230808485433e-35 7.12230808485433e-35 7.12230808485433e-35 7.12230808485433e-35 7.12230808485433e-35
"Control.optim.D5.r49.Rdata" 5 51586.4959626307 28040.5056736487 56251.0113472974 21.5576030822337 4.83884298001583 3.42712611991314 2.19907734543367 1.87841474690929 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.91436573370258 0.0460682864346206 0.0231088946842494 0.0095148075490051 0.00694227762954509 9.7006190604801e-35 9.7006190604801e-35 9.7006190604801e-35 9.7006190604801e-35 9.7006190604801e-35
"Control.optim.D5.r5.Rdata" 5 51374.0423298625 27934.2788572646 56038.5577145292 23.3869383095533 5.02221014748997 3.2721138654246 2.0376729355998 1.43887738389604 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.928447200968791 0.0428154224607106 0.0181747015292468 0.00704821957847961 0.0035144554627715 8.36933442854636e-35 8.36933442854636e-35 8.36933442854636e-35 8.36933442854636e-35 8.36933442854636e-35
"Control.optim.D5.r50.Rdata" 5 51066.4563932973 27780.485888982 55730.971777964 29.4746131790859 5.67595336582815 3.04577146468849 2.74325547995671 1.19587093231143 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.945116793678835 0.0350482944650252 0.0100921542300426 0.00818694292351264 0.00155581470258425 5.36376451442744e-35 5.36376451442744e-35 5.36376451442744e-35 5.36376451442744e-35 5.36376451442744e-35
"Control.optim.D5.r6.Rdata" 5 51202.3924357171 27848.4539101919 55866.9078203838 25.6316118241782 6.62881147996885 2.95448774704307 2.57448070104584 1.59616091305063 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.913962660779554 0.0611290934009322 0.012143419693562 0.00922053031191546 0.00354429581403676 6.85894104009672e-35 6.85894104009672e-35 6.85894104009672e-35 6.85894104009672e-35 6.85894104009672e-35
"Control.optim.D5.r7.Rdata" 5 51011.9337872462 27753.2245859565 55676.4491719129 29.1009778157264 7.58295773272017 5.45433957250884 2.50855406322224 1.53298025903524 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.898283917796332 0.0609924011797098 0.0315560623609355 0.00667490964277127 0.00249270902025146 5.22972571244525e-35 5.22972571244525e-35 5.22972571244525e-35 5.22972571244525e-35 5.22972571244525e-35
"Control.optim.D5.r8.Rdata" 5 51652.3331994378 28073.4242920522 56316.8485841045 20.4234143443743 4.00113298943504 3.63459717000802 2.56043377410323 1.85803033457903 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.914039587090167 0.0350811872101574 0.0289481541831781 0.0143659848261168 0.00756508669038035 1.08041040945312e-34 1.08041040945312e-34 1.08041040945312e-34 1.08041040945312e-34 1.08041040945312e-34
"Control.optim.D5.r9.Rdata" 5 51236.3694972739 27865.4424409703 55900.8848819406 23.3266038569214 6.43488418149105 3.20625449468322 2.63645560226452 1.60101911412191 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.89889528194205 0.0684049519476214 0.016982516898428 0.0114827787610057 0.00423447045089521 8.14491438901065e-35 8.14491438901065e-35 8.14491438901065e-35 8.14491438901065e-35 8.14491438901065e-35
"Control.optim.D6.r1.Rdata" 6 51090.3691862431 27792.4422854549 55772.8845709098 22.6931602212678 6.5937800695086 3.58757222910624 3.11746718964644 1.73444198472491 1.29596597455255 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.879202910842966 0.0742280537290713 0.0219735621057006 0.0165921605413347 0.00513592548258281 0.00286738729834452 8.41743185978071e-35 8.41743185978071e-35 8.41743185978071e-35 8.41743185978071e-35
"Control.optim.D6.r10.Rdata" 6 51313.4257804226 27903.9705825446 55995.9411650893 20.4370148213458 5.40003986228871 2.52062898117429 2.2923648032975 1.61126430973212 1.26413604227355 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.902810689369093 0.063031218696242 0.0137334491346461 0.0113587158721297 0.00561171165227862 0.00345421527561022 1.06571781007968e-34 1.06571781007968e-34 1.06571781007968e-34 1.06571781007968e-34
"Control.optim.D6.r11.Rdata" 6 50984.7902835598 27739.6528341133 55667.3056682265 26.5855223993657 6.96255373358779 2.79348619210262 1.5956053483034 1.38651234374513 0.852191765371679 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.919981650420283 0.0630994956345483 0.0101573829457442 0.00331390256224369 0.00250228198241878 0.000945286454761565 6.4175493804441e-35 6.4175493804441e-35 6.4175493804441e-35 6.4175493804441e-35
"Control.optim.D6.r12.Rdata" 6 51188.7772355802 27841.6463101235 55871.2926202469 27.53001946105 6.98994863616115 4.68569384920578 2.54333513075751 1.72954502100357 0.858950198718052 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.903431447257684 0.0582411760268243 0.0261715826419988 0.00771062083044124 0.00356570910298556 0.000879464140066489 5.8770937408804e-35 5.8770937408804e-35 5.8770937408804e-35 5.8770937408804e-35
"Control.optim.D6.r13.Rdata" 6 51684.3984412964 28089.4569129816 56366.9138259631 24.0988076487909 7.90215871297847 6.13026893993361 2.3894806688452 1.92730423203293 1.22679395183723 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.839594487733719 0.0902755128611264 0.0543297271141086 0.00825440000622541 0.00537005851683051 0.00217581376798992 7.12785602829885e-35 7.12785602829885e-35 7.12785602829885e-35 7.12785602829885e-35
"Control.optim.D6.r14.Rdata" 6 51119.8167568334 27807.1660707501 55802.3321415001 21.6154418452532 9.47389224888861 5.91904579707355 2.30830686846274 1.29370786958068 1.03550392577744 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.778593743749612 0.149568299752371 0.058382955351541 0.00887911666760721 0.00278904238773063 0.00178684209113816 8.21605098708614e-35 8.21605098708614e-35 8.21605098708614e-35 8.21605098708614e-35
"Control.optim.D6.r15.Rdata" 6 51237.9097501152 27866.212567391 55920.4251347819 21.7608309717199 6.39244584812764 4.95063780779087 2.83548257084897 1.78468700340321 1.07918909110726 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.858947018319539 0.0741224115872876 0.0444567523736511 0.0145837559995297 0.00577749458788736 0.0021125671321053 8.94326040047225e-35 8.94326040047225e-35 8.94326040047225e-35 8.94326040047225e-35
"Control.optim.D6.r16.Rdata" 6 50771.4270509291 27632.9712177979 55453.9424355958 31.9141800220546 10.3633595880602 4.47119130112237 2.5575851073453 2.09435812626391 1.49441206465082 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.878737226938796 0.0926601031813542 0.0172479763363288 0.00564354293118448 0.00378436952664827 0.00192678108568837 4.25375130432541e-35 4.25375130432541e-35 4.25375130432541e-35 4.25375130432541e-35
"Control.optim.D6.r17.Rdata" 6 50806.2546953299 27650.3850399983 55488.7700799966 23.0497338799749 5.59088705448153 3.29997801649489 2.42934831531796 2.09047636642626 1.14612836394463 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.908151887553857 0.0534303595140284 0.0186143875731443 0.0100880269520469 0.00746994119252156 0.00224539721440179 8.42766200360383e-35 8.42766200360383e-35 8.42766200360383e-35 8.42766200360383e-35
"Control.optim.D6.r18.Rdata" 6 51068.3797546469 27781.4475696568 55750.8951393136 20.2718262990442 5.25615272609749 4.05021348703263 2.57541647986848 2.35840036102656 1.38983103603793 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.876023805895074 0.0588933294821639 0.0349692233344522 0.0141392084269179 0.0118567379383715 0.0041176949230205 1.05101909566692e-34 1.05101909566692e-34 1.05101909566692e-34 1.05101909566692e-34
"Control.optim.D6.r19.Rdata" 6 53138.5189473525 28816.5171660096 57821.0343320192 25.3606458047071 3.79096436956791 1.6651376585613 1.60038202843655 0.330350809220569 0.1404973019321 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.97008402495009 0.0216764491279617 0.00418204807904862 0.00386310103923588 0.000164603659236479 2.97731444274288e-05 7.43651034767514e-35 7.43651034767514e-35 7.43651034767514e-35 7.43651034767514e-35
"Control.optim.D6.r2.Rdata" 6 51264.9245155409 27879.7199501038 55947.4399002076 21.0484170147412 4.3563572182143 3.51407838061388 2.95185557492565 1.92437293861338 1.17945798747144 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.907543772052033 0.0388754716107994 0.0252959847082194 0.0178492064125556 0.00758590123221258 0.0028496639841797 1.00997157917006e-34 1.00997157917006e-34 1.00997157917006e-34 1.00997157917006e-34
"Control.optim.D6.r20.Rdata" 6 51084.3803189315 27789.4478517991 55766.8957035982 24.5891152105908 8.18851951183306 6.37120493814499 3.43385978748504 1.69814383061272 1.34572585644207 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.829668119531253 0.0920088018272246 0.0557008405203609 0.0161801936328349 0.0039570135924156 0.0024850308959108 6.765486779443e-35 6.765486779443e-35 6.765486779443e-35 6.765486779443e-35
"Control.optim.D6.r21.Rdata" 6 50896.6139900636 27695.5646873652 55579.1293747303 25.29233319128 9.59752233685077 4.03709911749793 1.99936322850285 1.51366180875223 1.13378997588679 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.84651749223715 0.12189233904318 0.0215673592395292 0.0052898279726824 0.00303190685273792 0.0017010746547208 6.52437025131847e-35 6.52437025131847e-35 6.52437025131847e-35 6.52437025131847e-35
"Control.optim.D6.r22.Rdata" 6 50687.8438537354 27591.179619201 55370.3592384021 29.3582526692653 5.94879834753852 4.09780947300387 3.60706640628671 2.21102277746242 1.45436413473624 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.922711897114955 0.0378847309599256 0.0179766696107077 0.0139288091589597 0.00523349900266805 0.00226439415278379 5.27820390273835e-35 5.27820390273835e-35 5.27820390273835e-35 5.27820390273835e-35
"Control.optim.D6.r23.Rdata" 6 51500.0331432313 27997.274263949 56182.548527898 35.2235614211909 6.39513365956945 2.89585632342671 2.21517636367173 1.62639158398897 1.01931632354006 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.955431979273478 0.0314943387968035 0.00645783976701271 0.00377876479927511 0.00203696459355549 0.000800112769875513 3.79676479973343e-35 3.79676479973343e-35 3.79676479973343e-35 3.79676479973343e-35
"Control.optim.D6.r24.Rdata" 6 51717.3986489016 28105.9570167841 56399.9140335683 21.770913518448 4.56963997990049 3.61593559739946 2.03528705401202 1.52442558865868 0.658165590510876 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.92064147433216 0.0405603039909867 0.0253967769022744 0.00804615826522865 0.00451387668818564 0.000841409821164471 9.57673965817567e-35 9.57673965817567e-35 9.57673965817567e-35 9.57673965817567e-35
"Control.optim.D6.r25.Rdata" 6 51239.8687161815 27867.1920504241 55922.3841008482 33.5101732932205 5.57475829925444 2.54837727360684 1.93116414706017 1.2763607658034 0.227769131165117 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.963134057516475 0.0266554168296798 0.005570072392482 0.00319868720195144 0.0013972698389656 4.44962204463065e-05 4.22876784766462e-35 4.22876784766462e-35 4.22876784766462e-35 4.22876784766462e-35
"Control.optim.D6.r26.Rdata" 6 51347.6729090241 27921.0941468454 56030.1882936908 23.5937952819428 5.58391580868739 2.22635499128886 1.69714021979879 1.34900791726023 0.836942258507925 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.930563293973949 0.0521228347705328 0.00828588938626373 0.00481488319141966 0.00304214073353522 0.00117095794429999 8.24196479461171e-35 8.24196479461171e-35 8.24196479461171e-35 8.24196479461171e-35
"Control.optim.D6.r27.Rdata" 6 51294.0275112904 27894.2714479785 55976.5428959571 21.7285381035731 4.71100219965644 2.79893350617451 1.79939297525192 1.46185819941425 0.468935429091805 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.929843038311638 0.0437094399589432 0.0154288582906737 0.00637676877188519 0.0042088080936551 0.000433086573204636 9.71022020721848e-35 9.71022020721848e-35 9.71022020721848e-35 9.71022020721848e-35
"Control.optim.D6.r28.Rdata" 6 51498.5021496472 27996.508767157 56181.0175343139 21.0583160913683 4.41398301245591 2.62943710628448 1.94093918925237 1.38100525975862 1.18921412908212 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.929790035115371 0.0408506453339637 0.0144965007222734 0.00789880631346148 0.00399878700529599 0.00296522550963435 1.03375603455542e-34 1.03375603455542e-34 1.03375603455542e-34 1.03375603455542e-34
"Control.optim.D6.r29.Rdata" 6 51576.350210469 28035.4327975679 56258.8655951357 27.8079560175378 11.8739747794818 2.68464036342342 2.23194506078277 1.39210575016831 0.934508479812254 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.83213622418856 0.151721992156543 0.00775583432141408 0.005360722084624 0.00208545463428286 0.000939772614575923 5.30562734833287e-35 5.30562734833287e-35 5.30562734833287e-35 5.30562734833287e-35
"Control.optim.D6.r3.Rdata" 6 51651.5805909248 28073.0479877958 56334.0959755915 24.243996719872 7.57553697098567 2.63070778542673 1.38495240071763 1.12308459787464 0.627028329975027 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.896466689542007 0.0875291211325944 0.0105553088141426 0.00292546844888456 0.00192375900776816 0.000599653054603766 7.51979800248231e-35 7.51979800248231e-35 7.51979800248231e-35 7.51979800248231e-35
"Control.optim.D6.r30.Rdata" 6 51579.9293278908 28037.2223562788 56262.4447125575 22.1244047200925 8.15987182509344 3.15815647768875 1.62380362349491 1.15486731484785 0.270917736774229 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.858616658511801 0.116794608518622 0.0174953812153653 0.00462512137085745 0.00233948519729197 0.00012874518606192 8.64841601630932e-35 8.64841601630932e-35 8.64841601630932e-35 8.64841601630932e-35
"Control.optim.D6.r31.Rdata" 6 51224.7946659622 27859.6550253145 55907.310050629 29.6357027468146 8.21485934321843 4.2586300456772 2.20732072328813 1.43543043901666 0.722226375949614 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.904180500882079 0.0694744216934128 0.0186708678274039 0.00501597725151655 0.00212123595472691 0.000536996390860784 5.07580732159105e-35 5.07580732159105e-35 5.07580732159105e-35 5.07580732159105e-35
"Control.optim.D6.r32.Rdata" 6 51035.8005096359 27765.1579471513 55718.3158943026 26.5478575905564 14.3795061605706 4.57051481344619 2.63823565889705 1.9522720769071 0.996179352111336 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2 0.74643016100024 0.21898691396757 0.0221238376444261 0.00737152585468757 0.00403655529753111 0.00105100623554499 5.22168503179942e-35 5.22168503179942e-35 5.22168503179942e-35 5.22168503179942e-35
"Control.optim.D6.r33.Rdata" 6 51172.8565150078 27833.6859498373 55855.3718996745 21.2674655223547 5.0545056731552 3.7347349550621 2.72627001876429 1.70449023129841 1.59239753070969 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.896230553607335 0.0506227399130478 0.0276380783392725 0.0147273973976189 0.00575674912655772 0.00502448161616812 9.76941866557252e-35 9.76941866557252e-35 9.76941866557252e-35 9.76941866557252e-35
"Control.optim.D6.r34.Rdata" 6 50933.1671058113 27713.841245239 55615.682490478 28.1403924664936 9.90436108022825 3.92552235107726 2.65263679028093 1.75400943593385 1.45981556527513 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.862962272658064 0.106901657514377 0.0167929276995009 0.00766808797094372 0.00335270513778639 0.00232234901932789 5.37293962084228e-35 5.37293962084228e-35 5.37293962084228e-35 5.37293962084228e-35
"Control.optim.D6.r35.Rdata" 6 51578.0503260938 28036.2828553803 56260.5657107605 22.9806052903896 4.31702673956875 3.61783666329897 2.01721757780635 1.62444238202019 1.14932422276515 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.929992946451561 0.0328190650776616 0.0230491353891523 0.00716575929210745 0.00464692166332314 0.00232617212619428 8.68234779445284e-35 8.68234779445284e-35 8.68234779445284e-35 8.68234779445284e-35
"Control.optim.D6.r36.Rdata" 6 51134.8918808624 27814.7036327645 55817.4072655291 23.3551727265555 5.81941671564823 2.90409230328779 2.09127904684161 1.64277043674408 0.901133830411658 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.915749606817254 0.0568551079141952 0.0141589616492731 0.00734234092507571 0.00453068982714745 0.00136329286705432 8.27734438600918e-35 8.27734438600918e-35 8.27734438600918e-35 8.27734438600918e-35
"Control.optim.D6.r37.Rdata" 6 50707.9406774927 27601.2280310797 55390.4560621594 34.3734416083745 9.50516212971604 4.22875275031686 3.24988027571566 2.52341531884382 1.1532638751642 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.90329696704099 0.0690722454851273 0.0136712776429617 0.00807456696859554 0.00486812798110664 0.00101681488121877 3.76933700111902e-35 3.76933700111902e-35 3.76933700111902e-35 3.76933700111902e-35
"Control.optim.D6.r38.Rdata" 6 50722.2537310933 27608.38455788 55404.76911576 28.5516001193983 9.68765807373038 3.38987197642417 2.83320915289199 1.52256499012941 1.15625950030222 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.87446695847144 0.100674644199979 0.0123267643294048 0.00861072603812937 0.0024867617478347 0.00143414521321185 5.28887070884725e-35 5.28887070884725e-35 5.28887070884725e-35 5.28887070884725e-35
"Control.optim.D6.r39.Rdata" 6 52218.1372291992 28356.326306933 56900.6526138659 28.1948126652297 4.144937132803 2.19245506656683 1.07185926062235 0.833947277915373 0.187879947724384 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.970851745983833 0.0209821692105672 0.00587051081108709 0.00140310450263661 0.000849359757132463 4.31097347441114e-05 6.02136481124888e-35 6.02136481124888e-35 6.02136481124888e-35 6.02136481124888e-35
"Control.optim.D6.r4.Rdata" 6 51029.0832959888 27761.7993403278 55711.5986806555 46.5318998288353 7.9662232185629 6.48959232371205 3.78384193135333 1.8414614269674 1.20041867844047 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.945533585789474 0.0277127952886506 0.018391206524586 0.0062523223679302 0.00148081444793039 0.000629275581429235 2.15305855799092e-35 2.15305855799092e-35 2.15305855799092e-35 2.15305855799092e-35
"Control.optim.D6.r40.Rdata" 6 51244.3947149666 27869.4550498167 55926.9100996334 20.6028090330787 5.99875725951508 3.36031748652775 2.12230348392706 1.67441772658089 0.73879225611725 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.885050526015355 0.075030487353588 0.0235437595800641 0.00939139623455694 0.00584578470405036 0.00113804611238557 1.02800598072871e-34 1.02800598072871e-34 1.02800598072871e-34 1.02800598072871e-34
"Control.optim.D6.r41.Rdata" 6 51451.496705702 27973.0060451843 56134.0120903687 24.8660547357642 4.60837507255352 2.98086199551868 2.13998548385112 1.68784789189956 1.16841203334919 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.940788147222086 0.0323127339024571 0.013519536625906 0.0069678648981382 0.00433455659579147 0.00207716075562077 7.50167970781859e-35 7.50167970781859e-35 7.50167970781859e-35 7.50167970781859e-35
"Control.optim.D6.r42.Rdata" 6 52145.4975535056 28320.0064690862 56828.0129381723 23.9797460042908 5.77053358051579 3.18034859049501 1.68935066305312 0.639274415565531 0.271845254123104 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.924812192817919 0.0535545451150612 0.0162672386723428 0.00458990823315678 0.000657262776692092 0.000118852384828184 7.92948241715509e-35 7.92948241715509e-35 7.92948241715509e-35 7.92948241715509e-35
"Control.optim.D6.r43.Rdata" 6 50923.721563224 27709.1184739453 55606.2369478906 32.7611876828185 6.84524172316879 4.2389175599727 2.9861370236208 1.79662370634287 1.45657751148033 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.931366633013994 0.0406610862987292 0.0155923415741152 0.00773785992657845 0.00280101639708927 0.00184106278949368 4.27840457892621e-35 4.27840457892621e-35 4.27840457892621e-35 4.27840457892621e-35
"Control.optim.D6.r44.Rdata" 6 51083.3098170475 27788.9126008571 55765.8252017142 25.9281764977551 5.61210852016828 3.81849201416009 2.07245329108013 1.65124677439831 1.27611643362476 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.924722130750918 0.0433230898404978 0.0200563119581241 0.00590794991830874 0.00375051811318921 0.0022399994189622 6.78184334427569e-35 6.78184334427569e-35 6.78184334427569e-35 6.78184334427569e-35
