"dimensions" "deviance" "logLik" "AIC" "weight.1" "weight.2" "weight.3" "weight.4" "weight.5" "weight.6" "weight.7" "weight.8" "dimselect" "var.exp.1" "var.exp.2" "var.exp.3" "var.exp.4" "var.exp.5" "var.exp.6" "var.exp.7" "var.exp.8"
"Shade.optim.D2.r22.Rdata" 2 28989.8715515461 15020.4817192503 30116.9634385007 503.397324994142 0.948792538892629 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999996447621998 3.55237800203834e-06 1.94561587567799e-37 1.94561587567799e-37 1.94561587567799e-37 1.94561587567799e-37 1.94561587567799e-37 1.94561587567799e-37
"Shade.optim.D2.r23.Rdata" 2 29156.7783571032 15103.9351220289 30283.8702440579 889.872960686863 0.816606885858233 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999999157888325 8.42111674756646e-07 6.22621428975123e-38 6.22621428975123e-38 6.22621428975123e-38 6.22621428975123e-38 6.22621428975123e-38 6.22621428975123e-38
"Shade.optim.D2.r24.Rdata" 2 28916.2647042724 14983.6782956135 30043.356591227 236.188765140955 2.3569666732942 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999900426180585 9.95738194155057e-05 8.83728239985612e-37 8.83728239985612e-37 8.83728239985612e-37 8.83728239985612e-37 8.83728239985612e-37 8.83728239985612e-37
"Shade.optim.D2.r25.Rdata" 2 28947.2373868962 14999.1646369254 30074.3292738509 307.446012757603 1.51137482373981 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999975834480169 2.41655198311271e-05 5.21593566093145e-37 5.21593566093145e-37 5.21593566093145e-37 5.21593566093145e-37 5.21593566093145e-37 5.21593566093145e-37
"Shade.optim.D2.r26.Rdata" 2 29186.455608529 15118.7737477418 30313.5474954836 707.041980446498 0.625582896210877 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999999217149215 7.82850784902093e-07 9.86256116427499e-38 9.86256116427499e-38 9.86256116427499e-38 9.86256116427499e-38 9.86256116427499e-38 9.86256116427499e-38
"Shade.optim.D2.r27.Rdata" 2 28969.086964711 15010.0894258328 30096.1788516656 529.157938165854 1.93042529696498 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999986691485284 1.33085147156705e-05 1.76077571591108e-37 1.76077571591108e-37 1.76077571591108e-37 1.76077571591108e-37 1.76077571591108e-37 1.76077571591108e-37
"Shade.optim.D2.r28.Rdata" 2 28921.3796302187 14986.2357585867 30048.4715171733 50.6624827511923 3.71897696093481 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.994640304809399 0.00535969519060114 1.91061668885674e-35 1.91061668885674e-35 1.91061668885674e-35 1.91061668885674e-35 1.91061668885674e-35 1.91061668885674e-35
"Shade.optim.D2.r29.Rdata" 2 28972.9127708928 15012.0023289237 30100.0046578474 137.641353460752 0.634856731194004 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999978726235411 2.1273764589167e-05 2.6023957605481e-36 2.6023957605481e-36 2.6023957605481e-36 2.6023957605481e-36 2.6023957605481e-36 2.6023957605481e-36
"Shade.optim.D2.r3.Rdata" 2 28945.8863442245 14998.4891155895 30072.9782311791 124.177032665662 1.13535346218133 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999916412118463 8.35878815373732e-05 3.1971395445932e-36 3.1971395445932e-36 3.1971395445932e-36 3.1971395445932e-36 3.1971395445932e-36 3.1971395445932e-36
"Shade.optim.D2.r30.Rdata" 2 28973.0701552057 15012.0810210802 30100.1620421604 78.8826411229498 1.58228293879969 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999597810525639 0.000402189474361502 7.92032241622748e-36 7.92032241622748e-36 7.92032241622748e-36 7.92032241622748e-36 7.92032241622748e-36 7.92032241622748e-36
"Shade.optim.D2.r31.Rdata" 2 29119.6188804794 15085.355383717 30246.710767434 781.734315299334 1.22389432900366 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999997548858248 2.45114175242005e-06 8.0679097936621e-38 8.0679097936621e-38 8.0679097936621e-38 8.0679097936621e-38 8.0679097936621e-38 8.0679097936621e-38
"Shade.optim.D2.r32.Rdata" 2 28986.4888719897 15018.7903794721 30113.5807589443 835.152522118144 0.988264323325518 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999998599722751 1.40027724945137e-06 7.06884158048777e-38 7.06884158048777e-38 7.06884158048777e-38 7.06884158048777e-38 7.06884158048777e-38 7.06884158048777e-38
"Shade.optim.D2.r33.Rdata" 2 28918.9891815654 14985.04053426 30046.08106852 122.834360266052 2.37642672169436 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999625849271084 0.000374150728915907 3.26646637779259e-36 3.26646637779259e-36 3.26646637779259e-36 3.26646637779259e-36 3.26646637779259e-36 3.26646637779259e-36
"Shade.optim.D2.r34.Rdata" 2 28966.1857881435 15008.6388375491 30093.2776750981 426.104051144038 1.01524658639428 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999994323125622 5.67687437771803e-06 2.71548031608751e-37 2.71548031608751e-37 2.71548031608751e-37 2.71548031608751e-37 2.71548031608751e-37 2.71548031608751e-37
"Shade.optim.D2.r35.Rdata" 2 28930.077108598 14990.5844977763 30057.1689955526 447.466074403538 1.95065721881266 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999980996506902 1.90034930982907e-05 2.46236239418084e-37 2.46236239418084e-37 2.46236239418084e-37 2.46236239418084e-37 2.46236239418084e-37 2.46236239418084e-37
"Shade.optim.D2.r36.Rdata" 2 29121.037749292 15086.0648181233 30248.1296362467 565.584471966258 0.875701923152464 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999997602731875 2.39726812510689e-06 1.54129033434443e-37 1.54129033434443e-37 1.54129033434443e-37 1.54129033434443e-37 1.54129033434443e-37 1.54129033434443e-37
"Shade.optim.D2.r37.Rdata" 2 29080.5573780893 15065.824632522 30207.6492650439 244.072547181934 0.844420927715887 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999988030530268 1.1969469731652e-05 8.27632212380078e-37 8.27632212380078e-37 8.27632212380078e-37 8.27632212380078e-37 8.27632212380078e-37 8.27632212380078e-37
"Shade.optim.D2.r38.Rdata" 2 29063.4461646509 15057.2690258028 30190.5380516055 171.727626779631 0.970230931482543 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999968080503429 3.19194965711693e-05 1.67180743356537e-36 1.67180743356537e-36 1.67180743356537e-36 1.67180743356537e-36 1.67180743356537e-36 1.67180743356537e-36
"Shade.optim.D2.r39.Rdata" 2 29167.7631254965 15109.4275062256 30294.8550124511 769.555689626803 0.681159632176941 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999999216539045 7.83460954749566e-07 8.32530214072222e-38 8.32530214072222e-38 8.32530214072222e-38 8.32530214072222e-38 8.32530214072222e-38 8.32530214072222e-38
"Shade.optim.D2.r4.Rdata" 2 28925.0213625295 14988.0566247421 30052.1132494841 470.419285804839 1.76456091468753 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999985929907145 1.40700928547689e-05 2.22794314513082e-37 2.22794314513082e-37 2.22794314513082e-37 2.22794314513082e-37 2.22794314513082e-37 2.22794314513082e-37
"Shade.optim.D2.r40.Rdata" 2 29184.34914516 15117.7205160573 30311.4410321146 445.219150086043 0.464984081073126 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999998909242963 1.09075703713874e-06 2.48732368142085e-37 2.48732368142085e-37 2.48732368142085e-37 2.48732368142085e-37 2.48732368142085e-37 2.48732368142085e-37
"Shade.optim.D2.r41.Rdata" 2 28784.0442431763 14917.5680650655 29911.136130131 38.9831579346985 3.04649025192427 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.9939298241407 0.00607017585929982 3.2246466947368e-35 3.2246466947368e-35 3.2246466947368e-35 3.2246466947368e-35 3.2246466947368e-35 3.2246466947368e-35
"Shade.optim.D2.r42.Rdata" 2 29120.8417649089 15085.9668259318 30247.9336518636 1072.82953129787 1.25297900207328 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999998635964874 1.3640351261988e-06 4.28369379542706e-38 4.28369379542706e-38 4.28369379542706e-38 4.28369379542706e-38 4.28369379542706e-38 4.28369379542706e-38
"Shade.optim.D2.r43.Rdata" 2 29007.5843223455 15029.3381046501 30134.6762093002 1351.68365183499 3.74996498464819 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999992303363783 7.69663621743164e-06 2.69852835600635e-38 2.69852835600635e-38 2.69852835600635e-38 2.69852835600635e-38 2.69852835600635e-38 2.69852835600635e-38
"Shade.optim.D2.r44.Rdata" 2 29193.5873503469 15122.3396186508 30320.6792373015 639.060384637061 0.585736938770298 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999999159919182 8.40080818284906e-07 1.20724744011113e-37 1.20724744011113e-37 1.20724744011113e-37 1.20724744011113e-37 1.20724744011113e-37 1.20724744011113e-37
"Shade.optim.D2.r45.Rdata" 2 28949.0969251953 15000.094406075 30076.18881215 121.978979419133 0.909268074396944 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999944436478439 5.55635215607354e-05 3.31349506901998e-36 3.31349506901998e-36 3.31349506901998e-36 3.31349506901998e-36 3.31349506901998e-36 3.31349506901998e-36
"Shade.optim.D2.r46.Rdata" 2 28949.8356141665 15000.4637505606 30076.9275011211 121.293513004946 1.10539174093725 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999916953523033 8.30464769667533e-05 3.35095992129003e-36 3.35095992129003e-36 3.35095992129003e-36 3.35095992129003e-36 3.35095992129003e-36 3.35095992129003e-36
"Shade.optim.D2.r47.Rdata" 2 28950.2192904889 15000.6555887218 30077.3111774436 696.309145343478 1.21870982203052 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999996936660763 3.06333923727444e-06 1.01689221389288e-37 1.01689221389288e-37 1.01689221389288e-37 1.01689221389288e-37 1.01689221389288e-37 1.01689221389288e-37
"Shade.optim.D2.r48.Rdata" 2 29054.5080613909 15052.7999741728 30181.5999483455 102.650266703377 1.44480674499292 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999801932450467 0.000198067549533247 4.67815124655804e-36 4.67815124655804e-36 4.67815124655804e-36 4.67815124655804e-36 4.67815124655804e-36 4.67815124655804e-36
"Shade.optim.D2.r49.Rdata" 2 29206.1663752333 15128.629131094 30333.2582621879 392.338699244587 0.707157859590228 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999996751304263 3.24869573729343e-06 3.20299856627955e-37 3.20299856627955e-37 3.20299856627955e-37 3.20299856627955e-37 3.20299856627955e-37 3.20299856627955e-37
"Shade.optim.D2.r5.Rdata" 2 29097.0401108333 15074.065998894 30224.131997788 158.826810200306 1.34381574527596 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999928418509952 7.15814900479082e-05 1.95434726212387e-36 1.95434726212387e-36 1.95434726212387e-36 1.95434726212387e-36 1.95434726212387e-36 1.95434726212387e-36
"Shade.optim.D2.r50.Rdata" 2 29026.7502992891 15038.9210931219 30153.8421862438 90.7710197032307 1.05946339969309 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999863787072409 0.000136212927591432 5.98310827018687e-36 5.98310827018687e-36 5.98310827018687e-36 5.98310827018687e-36 5.98310827018687e-36 5.98310827018687e-36
"Shade.optim.D2.r6.Rdata" 2 29147.6410120061 15099.3664494803 30274.7328989607 1088.18022084257 0.506575011096247 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999999783286595 2.16713404897507e-07 4.16369300943612e-38 4.16369300943612e-38 4.16369300943612e-38 4.16369300943612e-38 4.16369300943612e-38 4.16369300943612e-38
"Shade.optim.D2.r7.Rdata" 2 29180.1850431831 15115.6384650689 30307.2769301377 578.837579462149 0.765828842768529 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999998249551895 1.75044810483344e-06 1.47152028490169e-37 1.47152028490169e-37 1.47152028490169e-37 1.47152028490169e-37 1.47152028490169e-37 1.47152028490169e-37
"Shade.optim.D2.r8.Rdata" 2 29122.7559086986 15086.9238978266 30249.8477956532 190.132689919763 3.22973928371324 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.99971153305895 0.000288466941050125 1.36345738428888e-36 1.36345738428888e-36 1.36345738428888e-36 1.36345738428888e-36 1.36345738428888e-36 1.36345738428888e-36
"Shade.optim.D2.r9.Rdata" 2 30352.5546704349 15701.8232786948 31479.6465573895 780.091760548161 0.304648851728434 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999999847486726 1.52513273645482e-07 8.10193963432967e-38 8.10193963432967e-38 8.10193963432967e-38 8.10193963432967e-38 8.10193963432967e-38 8.10193963432967e-38
"Shade.optim.D3.r1.Rdata" 3 28673.1468450382 14862.1193659964 29824.2387319928 317.10761852791 0.87670707382549 0.624276336566236 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.99998848095995 7.64347178158436e-06 3.87556826824898e-06 4.90300228967452e-37 4.90300228967452e-37 4.90300228967452e-37 4.90300228967452e-37 4.90300228967452e-37
"Shade.optim.D3.r10.Rdata" 3 28811.4612649492 14931.2765759519 29962.5531519038 959.836926603907 1.31373553864592 0.430286682229475 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.99999792568018 1.87335501822169e-06 2.00964802268948e-07 5.35161228609252e-38 5.35161228609252e-38 5.35161228609252e-38 5.35161228609252e-38 5.35161228609252e-38
"Shade.optim.D3.r11.Rdata" 3 28719.2693386105 14885.1806127826 29870.3612255652 287.261150677036 1.49129089489777 0.608369505930616 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999968565040427 2.69499081098937e-05 4.48505146304914e-06 5.97465740263669e-37 5.97465740263669e-37 5.97465740263669e-37 5.97465740263669e-37 5.97465740263669e-37
"Shade.optim.D3.r12.Rdata" 3 28595.0101546379 14823.0510207963 29746.1020415925 835.097960791183 1.61042911468653 1.14246361332344 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999994409597142 3.71882680546918e-06 1.87157605291897e-06 7.06973567636024e-38 7.06973567636024e-38 7.06973567636024e-38 7.06973567636024e-38 7.06973567636024e-38
"Shade.optim.D3.r13.Rdata" 3 28844.2240582197 14947.6579725872 29995.3159451743 725.526986921544 0.846265919557258 0.244049732373266 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999998526328375 1.36052310191659e-06 1.13148522954615e-07 9.36639930420262e-38 9.36639930420262e-38 9.36639930420262e-38 9.36639930420262e-38 9.36639930420262e-38
"Shade.optim.D3.r14.Rdata" 3 29061.2270037473 15056.159445351 30212.3188907019 208.787868561363 0.745867765533903 0.186501049692674 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.99998644044141 1.27616628422432e-05 7.97895747834447e-07 1.13100373869091e-36 1.13100373869091e-36 1.13100373869091e-36 1.13100373869091e-36 1.13100373869091e-36
"Shade.optim.D3.r15.Rdata" 3 29623.1047560967 15337.0983215257 30774.1966430513 459.329737270564 3.0442611698606 0.171763138951335 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999955936812887 4.39233599089487e-05 1.39827204128706e-07 2.33674966188424e-37 2.33674966188424e-37 2.33674966188424e-37 2.33674966188424e-37 2.33674966188424e-37
"Shade.optim.D3.r16.Rdata" 3 28699.0918165527 14875.0918517537 29850.1837035073 407.211409193298 1.13053099872715 0.640910164097348 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999989815236703 7.7076263334815e-06 2.4771369637157e-06 2.97328234949938e-37 2.97328234949938e-37 2.97328234949938e-37 2.97328234949938e-37 2.97328234949938e-37
"Shade.optim.D3.r17.Rdata" 3 28950.8037861239 15000.9478365393 30101.8956730786 268.347726786741 1.12762495343894 0.261118191204444 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999981395827344 1.76573463045379e-05 9.46826351084757e-07 6.84662481548713e-37 6.84662481548713e-37 6.84662481548713e-37 6.84662481548713e-37 6.84662481548713e-37
"Shade.optim.D3.r18.Rdata" 3 28842.3505820012 14946.7212344779 29993.4424689559 442.352241931474 1.41695897643999 0.305949066110731 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999989261021735 1.02606157567989e-05 4.78362508292797e-07 2.51964480002265e-37 2.51964480002265e-37 2.51964480002265e-37 2.51964480002265e-37 2.51964480002265e-37
"Shade.optim.D3.r19.Rdata" 3 28709.3477047773 14880.219795866 29860.439591732 126.201224378891 0.935654531054911 0.457650170534294 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999931886966866 5.4963493809097e-05 1.31495393246386e-05 3.09544956330971e-36 3.09544956330971e-36 3.09544956330971e-36 3.09544956330971e-36 3.09544956330971e-36
"Shade.optim.D3.r2.Rdata" 3 28750.8834510284 14900.9876689915 29901.975337983 195.488908702092 1.58770384940483 0.84902524880367 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999915182651727 6.59565474067981e-05 1.88608008662352e-05 1.2900286906459e-36 1.2900286906459e-36 1.2900286906459e-36 1.2900286906459e-36 1.2900286906459e-36
"Shade.optim.D3.r20.Rdata" 3 28527.1680178767 14789.1299524156 29678.2599048313 344.053833782615 2.27141033582049 1.06271814590453 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999946876918352 4.35828192968501e-05 9.54026235087786e-06 4.16489997900298e-37 4.16489997900298e-37 4.16489997900298e-37 4.16489997900298e-37 4.16489997900298e-37
"Shade.optim.D3.r21.Rdata" 3 28797.9943557563 14924.5431213555 29949.0862427109 50.7562092286221 3.15839548879894 0.469417676805459 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.996057895144881 0.00385690769792288 8.51971571965899e-05 1.9062799287636e-35 1.9062799287636e-35 1.9062799287636e-35 1.9062799287636e-35 1.9062799287636e-35
"Shade.optim.D3.r22.Rdata" 3 28834.8632677253 14942.97757734 29985.9551546799 118.742561987466 0.761915535094347 0.497832493559215 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999941254198967 4.11694735623796e-05 1.75763274708637e-05 3.49656903469246e-36 3.49656903469246e-36 3.49656903469246e-36 3.49656903469246e-36 3.49656903469246e-36
"Shade.optim.D3.r23.Rdata" 3 28736.297076834 14893.6944818943 29887.3889637886 268.406409871369 1.90039749250021 0.511054337807454 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.99994624692609 5.01279317147132e-05 3.62514219528057e-06 6.84339076602496e-37 6.84339076602496e-37 6.84339076602496e-37 6.84339076602496e-37 6.84339076602496e-37
"Shade.optim.D3.r24.Rdata" 3 28840.4641088114 14945.777997883 29991.5559957661 89.510782022344 0.820714881857051 0.473262479370892 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999887989318081 8.40592025741927e-05 2.79514793446438e-05 6.15291761028628e-36 6.15291761028628e-36 6.15291761028628e-36 6.15291761028628e-36 6.15291761028628e-36
"Shade.optim.D3.r25.Rdata" 3 28733.2338108871 14892.1628489209 29884.3256978418 38.0786720864311 1.76031390763713 0.777050658048767 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.997453020636279 0.00213161663369473 0.000415362730026046 3.39163658336955e-35 3.39163658336955e-35 3.39163658336955e-35 3.39163658336955e-35 3.39163658336955e-35
"Shade.optim.D3.r26.Rdata" 3 28297.9200779698 14674.5059824622 29449.0119649244 163.039229857503 2.20757285662356 1.35074828740599 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999748090272765 0.00018328901775953 6.86207094756873e-05 1.85432905728414e-36 1.85432905728414e-36 1.85432905728414e-36 1.85432905728414e-36 1.85432905728414e-36
"Shade.optim.D3.r27.Rdata" 3 28707.2027022033 14879.147294579 29858.2945891579 965.791352626776 1.18578422190549 0.55156715909915 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.99999816638753 1.50745346084597e-06 3.26159008627084e-07 5.2858280286876e-38 5.2858280286876e-38 5.2858280286876e-38 5.2858280286876e-38 5.2858280286876e-38
"Shade.optim.D3.r28.Rdata" 3 28763.0144840315 14907.0531854931 29914.1063709862 149.458593797388 1.39339931868833 0.703862366959249 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999890915386379 8.69084544462886e-05 2.21761591744951e-05 2.20694388091211e-36 2.20694388091211e-36 2.20694388091211e-36 2.20694388091211e-36 2.20694388091211e-36
"Shade.optim.D3.r29.Rdata" 3 28967.1666421955 15009.1292645751 30118.2585291502 223.26979946889 1.36683069843139 0.238251349656545 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999961385384749 3.74759554099522e-05 1.13865984113044e-06 9.89016907139516e-37 9.89016907139516e-37 9.89016907139516e-37 9.89016907139516e-37 9.89016907139516e-37
"Shade.optim.D3.r3.Rdata" 3 28731.050616889 14891.0712519218 29882.1425038437 575.893394565141 1.15924218735337 0.429331206452938 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999995392293264 4.05193210616993e-06 5.55774629822405e-07 1.48660043430361e-37 1.48660043430361e-37 1.48660043430361e-37 1.48660043430361e-37 1.48660043430361e-37
"Shade.optim.D3.r30.Rdata" 3 28476.3559343034 14763.723910629 29627.4478212581 493.563916588459 1.28812749757051 1.07802481968035 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999988418245315 6.81123506717117e-06 4.77051961754651e-06 2.02389798190264e-37 2.02389798190264e-37 2.02389798190264e-37 2.02389798190264e-37 2.02389798190264e-37
"Shade.optim.D3.r31.Rdata" 3 29298.5877648142 15174.8398258844 30449.6796517688 681.218795071303 0.600468564902773 0.113999512957895 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999999195020357 7.76974847725885e-07 2.80047950449228e-08 1.06244598035865e-37 1.06244598035865e-37 1.06244598035865e-37 1.06244598035865e-37 1.06244598035865e-37
"Shade.optim.D3.r32.Rdata" 3 29007.3108940547 15029.2013905046 30158.4027810093 83.5368634528023 0.887177697288433 0.233218496884545 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999879431851456 0.000112774922216939 7.79322632708759e-06 7.06434264770868e-36 7.06434264770868e-36 7.06434264770868e-36 7.06434264770868e-36 7.06434264770868e-36
"Shade.optim.D3.r33.Rdata" 3 28730.1709076939 14890.6313973243 29881.2627946485 253.121304513014 1.85888626303981 0.662386921288573 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999939223444655 5.39289345562641e-05 6.84762078913635e-06 7.6947879306713e-37 7.6947879306713e-37 7.6947879306713e-37 7.6947879306713e-37 7.6947879306713e-37
"Shade.optim.D3.r34.Rdata" 3 29046.029306204 15048.5605965793 30197.1211931587 41.842038791386 0.729292901430303 0.18426756242006 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.999676916831964 0.00030369522343004 1.93879446055903e-05 2.81523361497024e-35 2.81523361497024e-35 2.81523361497024e-35 2.81523361497024e-35 2.81523361497024e-35
"Shade.optim.D3.r35.Rdata" 3 28409.5651409777 14730.3285139661 29560.6570279323 42.9770209731018 2.58880209481648 1.49386869923821 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 2.22044604925031e-16 1 0.995186561013634 0.00361101746344632 0.00120242152291992 2.65651539445644e-35 2.65651539445644e-35 2.65651539445644e-35 2.65651539445644e-35 2.65651539445644e-35
