order,date,code,plot,treatment,indiv,target,background,neighbours_number,fruits,unviable_seeds,seeds,,,,,,,,
611,3/4/15,40,40.3,T,3,DIER,MACA,11,21,158,104.28,,,,,,,,
612,3/4/15,40,40.4,T,4,DIER,MACA,16,12,91,60.06,,,,,,,,
613,3/4/15,44,44.1,T,1,DIER,SIAL,6,24,181,119.46,,,,,,,,
614,3/4/15,44,44.2,T,2,SIAL,MEPO,3,12,307,92.1,,,,,,,,
615,3/4/15,44,44.3,T,3,SIAL,MEPO,3,7,179,53.7,,,,,,,,
616,3/4/15,45,45.1,T,1,DIER,NA,0,39,294,194.04,,,,,,,,
617,3/4/15,45,45.2,T,2,SIAL,CAAR,1,18,461,138.3,,,,,,,,
618,3/4/15,45,45.3,T,3,DIER,NA,0,46,347,229.02,,,,,,,,
619,3/4/15,47,47.1,T,1,DIER,PARO,18,18,136,89.76,,,,,,,,
620,3/4/15,47,47.2,T,2,DIER,PARO,8,16,121,79.86,,,,,,,,
621,3/4/15,49,49.1,T,1,CAAR,SIAL,4,1,10,4.9,,,,,,,,
622,3/4/15,49,49.2,T,2,DIER,VISA,1,11,83,54.78,,,,,,,,
623,3/4/15,55,55.1,T,1,DIER,SIAL,6,18,136,89.76,,,,,,,,
624,3/4/15,55,55.2,T,2,CAAR,CABU,4,3,29,14.21,,,,,,,,
625,3/4/15,55,55.3,T,3,DIER,BRMA,2,11,83,54.78,,,,,,,,
626,3/4/15,61,61.1,T,1,DIER,MEPO,3,5,38,25.08,,,,,,,,
627,3/4/15,61,61.2,T,2,DIER,BRMA,2,8,60,39.6,,,,,,,,
628,3/4/15,61,61.3,T,3,DIER,MEPO,2,4,30,19.8,,,,,,,,
629,3/4/15,61,61.4,T,4,DIER,MEPO,5,14,106,69.96,,,,,,,,
630,3/4/15,61,61.5,T,5,DIER,MEPO,3,5,38,25.08,,,,,,,,
631,3/4/15,61,61.6,T,6,DIER,MEPO,4,2,15,9.9,,,,,,,,
632,3/4/15,61,61.7,T,7,CAAR,MEPO,4,2,19,9.31,,,,,,,,
633,3/4/15,61,61.8,T,8,DIER,MEPO,1,12,91,60.06,,,,,,,,
634,3/4/15,61,61.9,T,9,DIER,MEPO,1,2,15,9.9,,,,,,,,
635,3/4/15,61,61.1,T,10,DIER,MEPO,3,12,91,60.06,,,,,,,,
636,3/4/15,61,61.11,T,11,CAAR,MEPO,1,3,29,14.21,,,,,,,,
637,3/4/15,62,62.1,T,1,DIER,BRMA,4,19,143,94.38,,,,,,,,
638,3/4/15,59,59.2,C,20,CABU,CAAR,1,22,168,95.76,,,,,,,,
639,3/4/15,59,59.21,C,21,CABU,CAAR,2,7,53,30.21,,,,,,,,
640,3/4/15,59,59.22,C,22,CABU,CAAR,2,2,15,8.55,,,,,,,,
641,3/4/15,76,76.1,C,1,CABU,PARO,2,42,320,182.4,,,,,,,,
642,3/4/15,84,84.2,C,20,CABU,PARO,1,62,472,269.04,,,,,,,,
643,3/4/15,137,137.1,C,1,CABU,PARO,5,3,23,13.11,,,,,,,,
644,3/4/15,84,84.21,C,21,CABU,PARO,1,8,61,34.77,,,,,,,,
645,3/4/15,80,80.1,C,1,SIAL,BOOF,1,178,4559,1367.7,,,,,,,,
646,3/4/15,80,80.2,C,2,CAAR,BOOF,1,44,423,207.27,,,,,,,,
647,3/4/15,116,116.1,C,1,CAAR,BOOF,1,8,77,37.73,,,,,,,,
648,3/4/15,117,117.1,T,1,SIAL,BOOF,1,258,6607,1982.1,,,,,,,,
649,3/4/15,296,296.1,C,1,DIER,BOOF,2,70,528,348.48,,,,,,,,
650,3/4/15,296,296.2,C,2,SIAL,BOOF,2,12,307,92.1,,,,,,,,
651,3/4/15,258,258.1,T,1,CAAR,BOOF,1,4,38,18.62,,,,,,,,
652,3/4/15,296,296.1,C,1,DIER,BOOF,1,5,38,25.08,,,,,,,,
653,3/4/15,296,296.2,C,2,CAAR,BOOF,1,19,182,89.18,,,,,,,,
654,3/4/15,66,66.1,T,1,CAAR,MEPO,2,2,19,9.31,,,,,,,,
655,3/4/15,66,66.2,T,2,DIER,MEPO,1,6,45,29.7,,,,,,,,
656,3/4/15,74,74.1,T,1,CAAR,CAAR,10,3,29,14.21,,,,,,,,
657,3/4/15,74,74.2,T,2,CAAR,CAAR,7,1,10,4.9,,,,,,,,
658,3/4/15,74,74.3,T,3,CAAR,CAAR,2,3,29,14.21,,,,,,,,
659,3/4/15,74,74.4,T,4,CAAR,CAAR,3,2,19,9.31,,,,,,,,
660,3/4/15,74,74.5,T,5,CAAR,VISA,1,1,10,4.9,,,,,,,,
661,3/4/15,74,74.6,T,6,DIER,CAAR,1,6,45,29.7,,,,,,,,
662,3/4/15,74,74.7,T,7,CAAR,VISA,1,4,38,18.62,,,,,,,,
663,3/4/15,75,75.1,T,1,CAAR,BRMA,1,3,29,14.21,,,,,,,,
664,3/4/15,75,75.2,T,2,CAAR,BRMA,2,2,19,9.31,,,,,,,,
665,3/4/15,85,85.1,T,1,CAAR,SIAL,3,3,29,14.21,,,,,,,,
666,3/4/15,85,85.2,T,2,CAAR,CAAR,4,2,19,9.31,,,,,,,,
667,3/4/15,85,85.3,T,3,CAAR,CAAR,1,2,19,9.31,,,,,,,,
668,3/4/15,85,85.4,T,4,CAAR,CAAR,1,2,19,9.31,,,,,,,,
669,3/4/15,85,85.5,T,5,DIER,CAAR,2,5,38,25.08,,,,,,,,
670,3/4/15,85,85.6,T,6,DIER,CAAR,3,15,113,74.58,,,,,,,,
671,3/4/15,85,85.7,T,7,CAAR,SIAL,1,2,19,9.31,,,,,,,,
672,3/4/15,86,86.8,T,8,DIER,CAAR,2,7,53,34.98,,,,,,,,
673,3/4/15,86,86.1,T,1,DIER,MACA,11,10,75,49.5,,,,,,,,
674,3/4/15,86,86.2,T,2,DIER,MACA,2,7,53,34.98,,,,,,,,
675,3/4/15,86,86.3,T,3,DIER,MACA,3,8,60,39.6,,,,,,,,
676,3/4/15,86,86.4,T,4,DIER,MACA,5,13,98,64.68,,,,,,,,
677,3/10/15,89,89.1,T,1,CAAR,MEPO,5,3,29,14.21,,,,,,,,
678,3/10/15,90,90.1,T,1,DIER,SIAL,1,18,136,89.76,,,,,,,,
679,3/10/15,90,90.2,T,2,SIAL,DIER,1,4,102,30.6,,,,,,,,
680,3/10/15,90,90.3,T,3,SIAL,DIER,2,5,128,38.4,,,,,,,,
681,3/10/15,90,90.4,T,4,DIER,SIAL,5,17,128,84.48,,,,,,,,
682,3/10/15,90,90.5,T,5,CAAR,MEPO,2,3,29,14.21,,,,,,,,
683,3/10/15,92,92.1,T,1,DIER,PARO,6,11,83,54.78,,,,,,,,
684,3/10/15,93,93.1,T,1,DIER,BOOF,1,7,53,34.98,,,,,,,,
685,3/10/15,96,96.1,T,1,DIER,CABU,35,19,143,94.38,,,,,,,,
686,3/10/15,96,96.2,T,2,DIER,CABU,8,21,158,104.28,,,,,,,,
687,3/10/15,99,99.1,T,1,CAAR,CAAR,5,2,19,9.31,,,,,,,,
688,3/10/15,99,99.2,T,2,CAAR,CAAR,4,1,10,4.9,,,,,,,,
689,3/10/15,99,99.3,T,3,CAAR,VISA,1,2,19,9.31,,,,,,,,
690,3/10/15,99,99.4,T,4,CAAR,SIAL,4,1,10,4.9,,,,,,,,
691,3/10/15,99,99.5,T,5,CAAR,SIAL,5,3,29,14.21,,,,,,,,
692,3/10/15,99,99.6,T,6,CAAR,BRMA,2,2,19,9.31,,,,,,,,
693,3/10/15,99,99.7,T,7,CAAR,DIER,1,1,10,4.9,,,,,,,,
694,3/10/15,99,99.8,T,8,DIER,CAAR,1,10,75,49.5,,,,,,,,
695,3/10/15,99,99.9,T,9,CAAR,VISA,3,1,10,4.9,,,,,,,,
696,3/10/15,99,99.1,T,10,CAAR,VISA,3,1,10,4.9,,,,,,,,
697,3/10/15,103,103.1,T,1,DIER,DIER,3,18,136,89.76,,,,,,,,
698,3/10/15,103,103.2,T,2,DIER,DIER,3,8,60,39.6,,,,,,,,
699,3/10/15,103,103.3,T,3,DIER,BRMA,1,4,30,19.8,,,,,,,,
700,3/10/15,103,103.4,T,4,CAAR,DIER,2,1,10,4.9,,,,,,,,
701,3/10/15,104,104.1,T,1,SIAL,DIER,1,30,768,230.4,,,,,,,,
702,3/10/15,104,104.2,T,2,SIAL,DIER,2,19,487,146.1,,,,,,,,
703,3/10/15,104,104.3,T,3,SIAL,DIER,3,21,538,161.4,,,,,,,,
704,3/10/15,104,104.4,T,4,DIER,VISA,4,7,53,34.98,,,,,,,,
705,3/10/15,104,104.5,T,5,DIER,DIER,2,23,174,114.84,,,,,,,,
706,3/10/15,104,104.6,T,6,CAAR,SIAL,2,3,29,14.21,,,,,,,,
707,3/10/15,104,104.7,T,7,CAAR,SIAL,3,3,29,14.21,,,,,,,,
708,3/10/15,104,104.8,T,8,SIAL,DIER,2,5,128,38.4,,,,,,,,
709,3/10/15,104,104.9,T,9,DIER,SIAL,3,3,23,15.18,,,,,,,,
710,3/10/15,104,104.1,T,10,DIER,NA,0,25,189,124.74,,,,,,,,
711,3/10/15,104,104.11,T,11,SIAL,NA,0,52,1332,399.6,,,,,,,,
712,3/10/15,104,104.12,T,12,DIER,SIAL,4,6,45,29.7,,,,,,,,
713,3/10/15,104,104.13,T,13,DIER,BRMA,1,16,121,79.86,,,,,,,,
714,3/10/15,107,107.1,T,1,DIER,CABU,1,16,121,79.86,,,,,,,,
715,3/10/15,107,107.2,T,2,CABU,DIER,1,5,38,21.66,,,,,,,,
716,3/10/15,107,107.3,T,3,DIER,DIER,1,27,204,134.64,,,,,,,,
717,3/10/15,107,107.4,T,4,DIER,SIAL,2,20,151,99.66,,,,,,,,
718,3/10/15,107,107.5,T,5,SIAL,DIER,2,11,282,84.6,,,,,,,,
719,3/10/15,108,108.1,T,1,CAAR,SIAL,3,1,10,4.9,,,,,,,,
720,3/10/15,108,108.2,T,2,CAAR,DIER,2,2,19,9.31,,,,,,,,
721,3/10/15,108,108.3,T,3,CAAR,DIER,5,1,10,4.9,,,,,,,,
722,3/10/15,108,108.4,T,4,CAAR,DIER,3,1,10,4.9,,,,,,,,
723,3/10/15,108,108.5,T,5,DIER,CAAR,8,21,158,104.28,,,,,,,,
724,3/10/15,108,108.6,T,6,CAAR,MEPO,4,2,19,9.31,,,,,,,,
725,3/10/15,108,108.7,T,7,CAAR,VISA,4,3,29,14.21,,,,,,,,
726,3/10/15,108,108.8,T,8,CAAR,MEPO,4,1,10,4.9,,,,,,,,
727,3/10/15,108,108.9,T,9,CAAR,DIER,1,1,10,4.9,,,,,,,,
728,3/10/15,112,112.1,T,1,DIER,PARO,27,11,83,54.78,,,,,,,,
729,3/10/15,128,128.1,T,1,DIER,VISA,2,4,30,19.8,,,,,,,,
730,3/10/15,128,128.2,T,2,DIER,VISA,2,5,38,25.08,,,,,,,,
731,3/10/15,128,128.3,T,3,CAAR,VISA,1,1,10,4.9,,,,,,,,
732,3/10/15,128,128.4,T,4,CAAR,NA,0,6,58,28.42,,,,,,,,
733,3/10/15,134,134.1,T,1,CAAR,CABU,12,3,29,14.21,,,,,,,,
734,3/10/15,134,134.2,T,2,CAAR,CABU,13,4,38,18.62,,,,,,,,
735,3/10/15,135,135.1,T,1,DIER,NA,0,30,226,149.16,,,,,,,,
736,3/10/15,140,140.1,T,1,CAAR,CABU,5,1,10,4.9,,,,,,,,
737,3/10/15,140,140.2,T,2,CAAR,MEPO,2,1,10,4.9,,,,,,,,
738,3/10/15,140,140.3,T,3,DIER,BRMA,2,9,68,44.88,,,,,,,,
739,3/10/15,140,140.4,T,4,CAAR,CABU,5,1,10,4.9,,,,,,,,
740,3/10/15,140,140.5,T,5,CAAR,CABU,4,1,10,4.9,,,,,,,,
741,3/10/15,144,144.1,T,1,SIAL,DIER,2,15,384,115.2,,,,,,,,
742,3/10/15,144,144.2,T,2,DIER,BRMA,2,2,15,9.9,,,,,,,,
743,3/10/15,147,147.1,T,1,CAAR,CABU,8,1,10,4.9,,,,,,,,
744,3/10/15,147,147.2,T,2,CAAR,CABU,5,1,10,4.9,,,,,,,,
745,3/10/15,153,153.1,T,1,DIER,VISA,3,4,30,19.8,,,,,,,,
746,3/10/15,155,155.1,T,1,DIER,VISA,2,7,53,34.98,,,,,,,,
747,3/10/15,155,155.2,T,2,DIER,BRMA,1,4,30,19.8,,,,,,,,
748,3/10/15,160,160.1,T,1,CAAR,MEPO,2,1,10,4.9,,,,,,,,
749,3/10/15,164,164.1,T,1,DIER,VISA,1,18,136,89.76,,,,,,,,
750,3/10/15,175,175.1,T,1,DIER,VISA,4,2,15,9.9,,,,,,,,
751,3/10/15,175,175.2,T,2,DIER,VISA,2,9,68,44.88,,,,,,,,
752,3/10/15,178,178.1,T,1,CAAR,VISA,6,2,19,9.31,,,,,,,,
753,3/10/15,178,178.2,T,2,DIER,CAAR,2,15,113,74.58,,,,,,,,
754,3/10/15,178,178.3,T,3,DIER,CAAR,1,15,113,74.58,,,,,,,,
755,3/10/15,180,180.1,T,1,CAAR,MEPO,3,3,29,14.21,,,,,,,,
756,3/10/15,252,252.1,T,1,CAAR,DIER,1,6,58,28.42,,,,,,,,
757,3/10/15,294,294.1,T,1,CAAR,DIER,3,2,19,9.31,,,,,,,,
758,26/03/2015,17,17.1,C,1,MEPO,SIAL,2,100,514,498.58,,,,,,,,
759,26/03/2015,17,17.2,C,2,MEPO,SIAL,3,23,118,114.46,,,,,,,,
760,26/03/2015,17,17.3,C,3,MEPO,SIAL,1,116,596,578.12,,,,,,,,
761,26/03/2015,17,17.4,C,4,MEPO,DIER,1,15,77,74.69,,,,,,,,
762,26/03/2015,17,17.5,C,5,MEPO,SIAL,1,96,494,479.18,,,,,,,,
763,26/03/2015,19,19.1,C,1,MEPO,DIER,1,50,257,249.29,,,,,,,,
764,26/03/2015,19,19.2,C,2,MEPO,DIER,1,27,139,134.83,,,,,,,,
765,26/03/2015,19,19.3,C,3,MEPO,DIER,1,199,1023,992.31,,,,,,,,
766,26/03/2015,19,19.4,C,4,MEPO,NA,0,258,1326,1286.22,,,,,,,,
767,26/03/2015,21,21.1,C,1,MEPO,BRMA,1,262,1347,1306.59,,,,,,,,
768,26/03/2015,21,21.2,C,2,MEPO,MACA,1,248,1275,1236.75,,,,,,,,
769,26/03/2015,21,21.3,C,3,MEPO,NA,0,94,483,468.51,,,,,,,,
770,26/03/2015,24,24.1,C,1,MEPO,CABU,5,49,252,244.44,,,,,,,,
771,26/03/2015,24,24.2,C,2,MEPO,CABU,7,30,154,149.38,,,,,,,,
772,26/03/2015,25,25.1,C,1,MEPO,NA,0,120,617,598.49,,,,,,,,
773,26/03/2015,25,25.2,C,2,MEPO,SIAL,1,156,802,777.94,,,,,,,,
774,26/03/2015,27,27.1,C,1,MEPO,BOOF,1,126,648,628.56,,,,,,,,
775,26/03/2015,27,27.2,C,2,MEPO,BRMA,1,308,1583,1535.51,,,,,,,,
776,26/03/2015,29,29.1,C,1,MEPO,MACA,4,560,2879,2792.63,,,,,,,,
777,26/03/2015,29,29.2,C,2,MEPO,MACA,8,416,2139,2074.83,,,,,,,,
778,26/03/2015,29,29.3,C,3,MEPO,BRMA,1,616,3167,3071.99,,,,,,,,
779,26/03/2015,29,29.4,C,4,MEPO,MACA,3,984,5059,4907.23,,,,,,,,
780,26/03/2015,30,30.1,C,1,MEPO,BRMA,2,246,1265,1227.05,,,,,,,,
781,26/03/2015,31,31.1,C,1,MEPO,MEPO,7,57,293,284.21,,,,,,,,
782,26/03/2015,31,31.2,C,2,MEPO,MEPO,7,56,288,279.36,,,,,,,,
783,26/03/2015,31,31.3,C,3,MEPO,MEPO,7,42,216,209.52,,,,,,,,
784,26/03/2015,31,31.4,C,4,MEPO,MEPO,7,55,283,274.51,,,,,,,,
785,26/03/2015,31,31.5,C,5,MEPO,CAAR,1,104,535,518.95,,,,,,,,
786,26/03/2015,31,31.6,C,6,MEPO,MEPO,3,74,380,368.6,,,,,,,,
787,26/03/2015,31,31.7,C,7,MEPO,MEPO,3,76,391,379.27,,,,,,,,
788,26/03/2015,31,31.8,C,8,MEPO,VISA,1,140,720,698.4,,,,,,,,
789,26/03/2015,32,32.1,C,1,MEPO,MEPO,4,220,1131,1097.07,,,,,,,,
790,26/03/2015,32,32.2,C,2,MEPO,MEPO,4,58,298,289.06,,,,,,,,
791,26/03/2015,32,32.3,C,3,MEPO,MEPO,4,49,252,244.44,,,,,,,,
792,26/03/2015,32,32.4,C,4,MEPO,MEPO,4,61,314,304.58,,,,,,,,
793,26/03/2015,32,32.5,C,5,MEPO,MACA,1,184,946,917.62,,,,,,,,
794,26/03/2015,35,35.1,C,1,MEPO,CAAR,1,64,329,319.13,,,,,,,,
795,26/03/2015,35,35.2,C,2,MEPO,DIER,2,74,380,368.6,,,,,,,,
796,26/03/2015,35,35.3,C,3,MEPO,NA,0,226,1162,1127.14,,,,,,,,
797,26/03/2015,37,37.1,C,1,MEPO,SIAL,2,152,781,757.57,,,,,,,,
798,26/03/2015,37,37.2,C,2,MEPO,SIAL,4,186,956,927.32,,,,,,,,
799,26/03/2015,37,37.3,C,3,MEPO,DIER,2,114,586,568.42,,,,,,,,
800,26/03/2015,38,38.1,C,1,MEPO,SIAL,3,184,946,917.62,,,,,,,,
801,26/03/2015,38,38.2,C,2,MEPO,BRMA,3,120,617,598.49,,,,,,,,
802,26/03/2015,39,39.1,C,1,MEPO,CAAR,2,78,401,388.97,,,,,,,,
803,26/03/2015,39,39.2,C,2,MEPO,CAAR,4,25,129,125.13,,,,,,,,
804,26/03/2015,39,39.3,C,3,MEPO,CAAR,5,67,344,333.68,,,,,,,,
805,26/03/2015,39,39.4,C,4,MEPO,CAAR,2,274,1409,1366.73,,,,,,,,
806,26/03/2015,43,43.1,C,1,MEPO,DIER,2,35,180,174.6,,,,,,,,
807,26/03/2015,43,43.2,C,2,MEPO,VISA,2,39,200,194,,,,,,,,
808,26/03/2015,46,46.1,C,1,MEPO,BRMA,2,448,2303,2233.91,,,,,,,,
809,26/03/2015,48,48.1,C,1,MEPO,MACA,4,112,576,558.72,,,,,,,,
810,26/03/2015,48,48.2,C,2,MEPO,MACA,13,76,391,379.27,,,,,,,,
811,26/03/2015,52,52.1,C,1,MEPO,MACA,6,46,236,228.92,,,,,,,,
812,26/03/2015,56,56.1,C,1,MEPO,CAAR,2,57,293,284.21,,,,,,,,
813,26/03/2015,59,59.1,C,1,MEPO,CABU,4,88,452,438.44,,,,,,,,
814,26/03/2015,59,59.2,C,2,MEPO,CABU,3,140,720,698.4,,,,,,,,
815,26/03/2015,60,60.1,C,1,MEPO,BRMA,2,76,391,379.27,,,,,,,,
816,26/03/2015,64,64.1,C,1,MEPO,PARO,4,344,1769,1715.93,,,,,,,,
817,26/03/2015,64,64.2,C,2,MEPO,PARO,2,29,149,144.53,,,,,,,,
818,26/03/2015,64,64.3,C,3,MEPO,PARO,1,320,1645,1595.65,,,,,,,,
819,26/03/2015,64,64.4,C,4,MEPO,PARO,2,164,843,817.71,,,,,,,,
820,26/03/2015,64,64.5,C,5,MEPO,PARO,3,456,2344,2273.68,,,,,,,,
821,26/03/2015,65,65.1,C,1,MEPO,PARO,7,24,123,119.31,,,,,,,,
822,26/03/2015,69,69.1,C,1,MEPO,BRMA,5,110,566,549.02,,,,,,,,
823,26/03/2015,69,69.2,C,2,MEPO,DIER,6,132,679,658.63,,,,,,,,
824,26/03/2015,71,71.1,C,1,MEPO,BOOF,2,13,67,64.99,,,,,,,,
825,26/03/2015,71,71.2,C,2,MEPO,BOOF,1,360,1851,1795.47,,,,,,,,
826,26/03/2015,71,71.3,C,3,MEPO,BOOF,1,170,874,847.78,,,,,,,,
827,26/03/2015,72,72.1,C,1,MEPO,VISA,1,128,658,638.26,,,,,,,,
828,26/03/2015,72,72.2,C,2,MEPO,VISA,1,114,586,568.42,,,,,,,,
829,26/03/2015,72,72.3,C,3,MEPO,VISA,5,220,1131,1097.07,,,,,,,,
830,26/03/2015,76,76.1,C,1,MEPO,CABU,5,304,1563,1516.11,,,,,,,,
831,26/03/2015,77,77.1,C,1,MEPO,PARO,2,904,4647,4507.59,,,,,,,,
832,26/03/2015,78,78.1,C,1,MEPO,CAAR,4,48,247,239.59,,,,,,,,
833,26/03/2015,84,84.1,C,1,MEPO,CABU,4,64,329,319.13,,,,,,,,
834,26/03/2015,91,91.1,C,1,MEPO,CAAR,7,57,293,284.21,,,,,,,,
835,26/03/2015,94,94.1,C,1,MEPO,VISA,6,19,98,95.06,,,,,,,,
836,26/03/2015,95,95.1,C,1,MEPO,VISA,8,27,139,134.83,,,,,,,,
837,26/03/2015,95,95.2,C,2,MEPO,VISA,5,2,10,9.7,,,,,,,,
838,26/03/2015,106,106.1,C,1,MEPO,PARO,1,456,2344,2273.68,,,,,,,,
839,26/03/2015,133,133.1,C,1,MEPO,CABU,2,220,1131,1097.07,,,,,,,,
840,26/03/2015,133,133.2,C,2,MEPO,CABU,7,332,1707,1655.79,,,,,,,,
841,26/03/2015,133,133.3,C,3,MEPO,CABU,4,544,2797,2713.09,,,,,,,,
842,26/03/2015,133,133.4,C,4,MEPO,BOOF,1,544,2797,2713.09,,,,,,,,
843,20/04/2015,243,243.1,T,1,BOOF,MEPO,3,1,1,1,,,,,,,,
844,20/04/2015,243,243.2,T,2,BOOF,CABU,4,13,17,17,,,,,,,,
845,20/04/2015,243,243.3,T,3,BOOF,MEPO,10,1,1,1,,,,,,,,
846,20/04/2015,243,243.4,T,4,BOOF,MEPO,8,1,1,1,,,,,,,,
847,20/04/2015,243,243.5,T,5,BOOF,MEPO,6,2,3,3,,,,,,,,
848,29/04/2015,19,19.1,C,1,BRMA,PARO,1,1,8,6.4,,,,,,,,
849,29/04/2015,19,19.2,C,2,BRMA,MEPO,1,2,16,12.8,,,,,,,,
850,29/04/2015,19,19.3,C,3,BRMA,SIAL,1,1,8,6.4,,,,,,,,
851,29/04/2015,19,19.4,C,4,BRMA,PARO,1,2,16,12.8,,,,,,,,
852,29/04/2015,21,21.1,C,1,BRMA,VISA,1,2,16,12.8,,,,,,,,
853,29/04/2015,21,21.2,C,2,BRMA,NA,0,3,24,19.2,,,,,,,,
854,29/04/2015,24,24.1,C,1,BRMA,SIAL,2,1,8,6.4,,,,,,,,
855,29/04/2015,25,25.1,C,1,BOOF,BRMA,1,7,9,9,,,,,,,,
856,29/04/2015,25,25.2,C,2,BRMA,BOOF,1,1,8,6.4,,,,,,,,
857,29/04/2015,25,25.3,C,3,BRMA,SIAL,2,3,24,19.2,,,,,,,,
858,29/04/2015,25,25.4,C,4,BRMA,MACA,2,1,8,6.4,,,,,,,,
859,29/04/2015,25,25.5,C,5,BRMA,MACA,1,6,48,38.4,,,,,,,,
860,29/04/2015,27,27.1,C,1,BOOF,NA,0,370,497,497,,,,,,,,
861,29/04/2015,27,27.2,C,2,BOOF,BOOF,1,26,35,35,,,,,,,,
862,29/04/2015,27,27.3,C,3,BRMA,NA,0,2,16,12.8,,,,,,,,
863,29/04/2015,27,27.4,C,4,BRMA,DIER,1,4,32,25.6,,,,,,,,
864,29/04/2015,29,29.1,C,1,BRMA,MACA,3,1,8,6.4,,,,,,,,
865,29/04/2015,29,29.2,C,2,BRMA,MACA,1,1,8,6.4,,,,,,,,
866,29/04/2015,29,29.3,C,3,BRMA,MACA,3,1,8,6.4,,,,,,,,
867,29/04/2015,29,29.4,C,4,BRMA,MACA,5,1,8,6.4,,,,,,,,
868,29/04/2015,30,30.1,C,1,BRMA,MEPO,3,1,8,6.4,,,,,,,,
869,29/04/2015,30,30.2,C,2,BRMA,BOOF,1,4,32,25.6,,,,,,,,
870,29/04/2015,30,30.3,C,3,BOOF,BRMA,1,70,94,94,,,,,,,,
871,29/04/2015,30,30.4,C,4,BRMA,BRMA,1,2,16,12.8,,,,,,,,
872,29/04/2015,30,30.5,C,5,BRMA,BRMA,1,2,16,12.8,,,,,,,,
873,29/04/2015,30,30.6,C,6,BRMA,MACA,1,3,24,19.2,,,,,,,,
874,29/04/2015,30,30.7,C,7,BRMA,MACA,2,2,16,12.8,,,,,,,,
875,29/04/2015,30,30.8,C,8,BRMA,BRMA,2,2,16,12.8,,,,,,,,
876,29/04/2015,30,30.9,C,9,BRMA,PARO,1,1,8,6.4,,,,,,,,
877,29/04/2015,31,31.1,C,1,BRMA,MEPO,2,1,8,6.4,,,,,,,,
878,29/04/2015,31,31.2,C,2,BRMA,MEPO,1,3,24,19.2,,,,,,,,
879,29/04/2015,31,31.3,C,3,BRMA,SIAL,1,1,8,6.4,,,,,,,,
880,29/04/2015,31,31.4,C,4,BRMA,MEPO,1,3,24,19.2,,,,,,,,
881,29/04/2015,31,31.5,C,5,BRMA,MEPO,2,1,8,6.4,,,,,,,,
882,29/04/2015,31,31.6,C,6,BRMA,MEPO,3,1,8,6.4,,,,,,,,
883,29/04/2015,31,31.7,C,7,BRMA,MEPO,4,1,8,6.4,,,,,,,,
884,29/04/2015,32,32.1,C,1,BRMA,SIAL,1,2,16,12.8,,,,,,,,
885,29/04/2015,32,32.2,C,2,BRMA,PARO,4,1,8,6.4,,,,,,,,
886,29/04/2015,32,32.3,C,3,BRMA,SIAL,1,1,8,6.4,,,,,,,,
887,29/04/2015,32,32.4,C,4,BRMA,VISA,1,2,16,12.8,,,,,,,,
888,29/04/2015,35,35.1,C,1,BRMA,PARO,2,18,144,115.2,,,,,,,,
889,29/04/2015,35,35.2,C,2,BRMA,PARO,2,1,8,6.4,,,,,,,,
890,29/04/2015,35,35.3,C,3,BRMA,PARO,2,2,16,12.8,,,,,,,,
891,29/04/2015,35,35.4,C,4,BRMA,PARO,1,1,8,6.4,,,,,,,,
892,29/04/2015,35,35.5,C,5,BRMA,PARO,1,1,8,6.4,,,,,,,,
893,29/04/2015,35,35.6,C,6,BRMA,SIAL,1,1,8,6.4,,,,,,,,
894,29/04/2015,37,37.1,C,1,BRMA,SIAL,2,1,8,6.4,,,,,,,,
895,29/04/2015,37,37.2,C,2,BRMA,CAAR,2,1,8,6.4,,,,,,,,
896,29/04/2015,37,37.3,C,3,BRMA,SIAL,2,1,8,6.4,,,,,,,,
897,29/04/2015,37,37.4,C,4,BRMA,BRMA,2,1,8,6.4,,,,,,,,
898,29/04/2015,37,37.5,C,5,BRMA,CAAR,2,2,16,12.8,,,,,,,,
899,29/04/2015,37,37.7,C,7,BRMA,NA,0,3,24,19.2,,,,,,,,
900,29/04/2015,39,39.1,C,1,BOOF,BRMA,1,75,101,101,,,,,,,,
901,29/04/2015,39,39.2,C,2,BRMA,BOOF,1,2,16,12.8,,,,,,,,
902,29/04/2015,38,38.1,C,1,BRMA,CAAR,1,1,8,6.4,,,,,,,,
903,29/04/2015,38,38.2,C,2,BRMA,VISA,1,1,8,6.4,,,,,,,,
904,29/04/2015,38,38.3,C,3,BRMA,DIER,1,1,8,6.4,,,,,,,,
905,29/04/2015,46,46.1,C,1,BRMA,NA,0,4,32,25.6,,,,,,,,
906,29/04/2015,46,46.2,C,2,BRMA,NA,0,2,16,12.8,,,,,,,,
907,29/04/2015,46,46.3,C,3,BRMA,BRMA,2,1,8,6.4,,,,,,,,
908,29/04/2015,59,59.1,C,1,BRMA,BRMA,1,4,32,25.6,,,,,,,,
909,29/04/2015,59,59.2,C,2,BRMA,BRMA,1,3,24,19.2,,,,,,,,
910,29/04/2015,59,59.3,C,3,BRMA,BRMA,1,5,40,32,,,,,,,,
911,29/04/2015,59,59.4,C,4,BRMA,MEPO,1,8,64,51.2,,,,,,,,
912,29/04/2015,67,67.1,C,1,BOOF,NA,0,205,276,276,,,,,,,,
913,29/04/2015,67,67.2,C,2,BOOF,NA,0,2,3,3,,,,,,,,
914,29/04/2015,67,67.3,C,3,BRMA,DIER,1,1,8,6.4,,,,,,,,
