order,date,code,plot,treatment,indiv,target,background,neighbours_number,fruits,unviable_seeds,seeds,,,,,,,,
1530,14/5/2015,44,44.2,T,2,VISA,SIAL,2,7,43,43,,,,,,,,
1531,14/5/2015,44,44.3,T,3,PARO,SIAL,2,3,268,50.92,,,,,,,,
1532,14/5/2015,44,44.4,T,4,PARO,VISA,1,1,89,16.91,,,,,,,,
1533,14/5/2015,44,44.5,T,5,PARO,BRMA,1,1,89,16.91,,,,,,,,
1534,14/5/2015,45,45.1,T,1,VISA,SIAL,1,4,24,24,,,,,,,,
1535,14/5/2015,45,45.2,T,2,PARO,SIAL,1,3,268,50.92,,,,,,,,
1536,14/5/2015,45,45.3,T,3,VISA,SIAL,1,7,43,43,,,,,,,,
1537,14/5/2015,47,47.1,T,1,VISA,PARO,8,2,12,12,,,,,,,,
1538,14/5/2015,47,47.2,T,2,VISA,PARO,6,2,12,12,,,,,,,,
1539,14/5/2015,49,49.1,T,1,VISA,PARO,4,4,24,24,,,,,,,,
1540,14/5/2015,49,49.2,T,2,PARO,NA,0,9,805,152.95,,,,,,,,
1541,14/5/2015,50,50.1,T,1,VISA,VISA,2,5,31,31,,,,,,,,
1542,14/5/2015,51,51.1,T,1,PARO,SIAL,3,1,89,16.91,,,,,,,,
1543,14/5/2015,51,51.2,T,2,PARO,SIAL,22,2,179,34.01,,,,,,,,
1544,14/5/2015,54,54.1,T,1,PARO,MACA,2,2,179,34.01,,,,,,,,
1545,14/5/2015,55,55.1,T,1,VISA,CABU,4,3,18,18,,,,,,,,
1546,14/5/2015,57,57.1,T,1,VISA,BRMA,2,10,61,61,,,,,,,,
1547,14/5/2015,57,57.2,T,2,PARO,BRMA,3,1,89,16.91,,,,,,,,
1548,14/5/2015,58,58.1,T,1,PARO,NA,0,12,1074,204.06,,,,,,,,
1549,14/5/2015,58,58.2,T,2,VISA,NA,0,7,43,43,,,,,,,,
1550,14/5/2015,58,58.3,T,3,PARO,MEPO,2,3,268,50.92,,,,,,,,
1551,14/5/2015,58,58.4,T,4,PARO,CAAR,1,3,268,50.92,,,,,,,,
1552,14/5/2015,61,61.1,T,1,VISA,MEPO,1,8,49,49,,,,,,,,
1553,14/5/2015,61,61.2,T,2,VISA,MEPO,2,6,37,37,,,,,,,,
1554,14/5/2015,61,61.3,T,3,PARO,MEPO,4,1,89,16.91,,,,,,,,
1555,14/5/2015,61,61.4,T,4,PARO,MEPO,2,2,179,34.01,,,,,,,,
1556,14/5/2015,61,61.5,T,5,VISA,MEPO,5,1,6,6,,,,,,,,
1557,14/5/2015,61,61.6,T,6,PARO,MEPO,4,1,89,16.91,,,,,,,,
1558,14/5/2015,62,62.1,T,1,VISA,BRMA,4,1,6,6,,,,,,,,
1559,14/5/2015,62,62.2,T,2,VISA,BRMA,5,1,6,6,,,,,,,,
1560,14/5/2015,62,62.3,T,3,PARO,BRMA,3,1,89,16.91,,,,,,,,
1561,14/5/2015,62,62.4,T,4,PARO,BRMA,5,1,89,16.91,,,,,,,,
1562,14/5/2015,66,66.1,T,1,VISA,MEPO,1,6,37,37,,,,,,,,
1563,14/5/2015,66,66.2,T,2,VISA,MEPO,2,4,24,24,,,,,,,,
1564,14/5/2015,74,74.1,T,1,VISA,CAAR,5,3,18,18,,,,,,,,
1565,14/5/2015,74,74.2,T,2,VISA,CAAR,4,3,18,18,,,,,,,,
1566,14/5/2015,74,74.3,T,3,PARO,CAAR,4,1,89,16.91,,,,,,,,
1567,14/5/2015,75,75.1,T,1,VISA,BRMA,3,3,18,18,,,,,,,,
1568,14/5/2015,75,75.2,T,2,PARO,BRMA,2,1,89,16.91,,,,,,,,
1569,14/5/2015,75,75.3,T,3,PARO,BRMA,3,1,89,16.91,,,,,,,,
1570,14/5/2015,85,85.1,T,1,VISA,CAAR,5,1,6,6,,,,,,,,
1571,14/5/2015,85,85.2,T,2,VISA,CAAR,3,1,6,6,,,,,,,,
1572,14/5/2015,86,86.1,T,1,PARO,MACA,6,1,89,16.91,,,,,,,,
1573,14/5/2015,86,86.2,T,2,PARO,MACA,1,3,268,50.92,,,,,,,,
1574,14/5/2015,89,89.1,T,1,VISA,MEPO,7,1,6,6,,,,,,,,
1575,14/5/2015,89,89.2,T,2,PARO,MEPO,3,1,89,16.91,,,,,,,,
1576,14/5/2015,89,89.3,T,3,PARO,MEPO,2,5,447,84.93,,,,,,,,
1577,14/5/2015,90,90.1,T,1,PARO,DIER,2,2,179,34.01,,,,,,,,
1578,14/5/2015,90,90.2,T,2,VISA,DIER,3,2,12,12,,,,,,,,
1579,14/5/2015,90,90.3,T,3,PARO,NA,0,5,447,84.93,,,,,,,,
1580,14/5/2015,92,92.1,T,1,PARO,VISA,1,1,89,16.91,,,,,,,,
1581,14/5/2015,92,92.2,T,2,PARO,VISA,2,1,89,16.91,,,,,,,,
1582,14/5/2015,93,93.1,T,1,VISA,DIER,1,2,12,12,,,,,,,,
1583,14/5/2015,96,96.1,T,1,VISA,CABU,6,2,12,12,,,,,,,,
1584,14/5/2015,96,96.1,T,1,VISA,MEPO,4,1,6,6,,,,,,,,
1585,14/5/2015,96,96.2,T,2,VISA,MEPO,3,1,6,6,,,,,,,,
1586,14/5/2015,103,103.1,T,1,VISA,DIER,1,5,31,31,,,,,,,,
1587,14/5/2015,107,107.1,T,1,PARO,VISA,1,4,358,68.02,,,,,,,,
1588,14/5/2015,107,107.2,T,2,PARO,VISA,2,2,179,34.01,,,,,,,,
1589,14/5/2015,123,123.1,T,1,VISA,MACA,1,7,43,43,,,,,,,,
1590,14/5/2015,123,123.2,T,2,VISA,MACA,7,4,24,24,,,,,,,,
1591,14/5/2015,128,128.1,T,1,PARO,DIER,1,5,447,84.93,,,,,,,,
1592,14/5/2015,128,128.2,T,2,PARO,DIER,5,1,89,16.91,,,,,,,,
1593,14/5/2015,134,134.1,T,1,VISA,CABU,3,5,31,31,,,,,,,,
1594,14/5/2015,134,134.2,T,2,PARO,CABU,2,8,716,136.04,,,,,,,,
1595,14/5/2015,134,134.3,T,3,PARO,CABU,3,6,537,102.03,,,,,,,,
1596,14/5/2015,134,134.4,T,4,VISA,CABU,6,3,18,18,,,,,,,,
1597,14/5/2015,134,134.5,T,5,PARO,CABU,9,1,89,16.91,,,,,,,,
1598,14/5/2015,140,140.1,T,1,PARO,CABU,2,5,447,84.93,,,,,,,,
1599,14/5/2015,163,163.1,T,1,VISA,MACA,2,2,12,12,,,,,,,,
1600,14/5/2015,202,202.1,T,1,BOOF,BOOF,1,7,9,9,,,,,,,,
1601,14/5/2015,202,202.2,T,2,BOOF,BOOF,1,6,8,8,,,,,,,,
1602,14/5/2015,202,202.3,T,3,BOOF,VISA,2,6,8,8,,,,,,,,
1603,14/5/2015,204,204.1,T,1,BOOF,SIAL,4,1,1,1,,,,,,,,
1604,14/5/2015,204,204.2,T,2,BOOF,SIAL,3,1,1,1,,,,,,,,
1605,14/5/2015,204,204.3,T,3,BOOF,MACA,2,2,3,3,,,,,,,,
1606,14/5/2015,204,204.4,T,4,BOOF,DIER,1,2,3,3,,,,,,,,
1607,14/5/2015,204,204.5,T,5,BOOF,MEPO,1,3,4,4,,,,,,,,
1608,14/5/2015,204,204.6,T,6,BOOF,DIER,2,6,8,8,,,,,,,,
1609,14/5/2015,204,204.7,T,7,BOOF,CAAR,2,3,4,4,,,,,,,,
1610,14/5/2015,210,210.1,T,1,BOOF,NA,0,10,13,13,,,,,,,,
1611,14/5/2015,210,210.2,T,2,BOOF,NA,0,16,22,22,,,,,,,,
1612,14/5/2015,210,210.3,T,3,BOOF,NA,0,8,11,11,,,,,,,,
1613,14/5/2015,212,212.1,T,1,BOOF,BRMA,3,9,12,12,,,,,,,,
1614,14/5/2015,222,222.1,T,1,BOOF,DIER,3,1,1,1,,,,,,,,
1615,14/5/2015,229,229.1,T,1,BOOF,SIAL,4,3,4,4,,,,,,,,
1616,14/5/2015,240,240.1,T,1,BOOF,PARO,3,5,7,7,,,,,,,,
1617,14/5/2015,240,240.2,T,2,BOOF,MEPO,2,1,1,1,,,,,,,,
1618,14/5/2015,241,241.1,T,1,BOOF,MACA,4,5,7,7,,,,,,,,
1619,14/5/2015,241,241.2,T,2,BOOF,BRMA,1,4,5,5,,,,,,,,
1620,14/5/2015,241,241.3,T,3,BOOF,MACA,7,5,7,7,,,,,,,,
1621,14/5/2015,241,241.4,T,4,BOOF,BRMA,2,3,4,4,,,,,,,,
1622,14/5/2015,241,241.5,T,5,BOOF,MACA,4,3,4,4,,,,,,,,
1623,14/5/2015,245,245.1,T,1,BOOF,CABU,3,2,3,3,,,,,,,,
1624,14/5/2015,259,259.1,T,1,BOOF,VISA,2,3,4,4,,,,,,,,
1625,14/5/2015,259,259.2,T,2,BOOF,PARO,1,3,4,4,,,,,,,,
1626,14/5/2015,294,294.1,T,1,BOOF,CAAR,2,3,4,4,,,,,,,,
1627,14/5/2015,294,294.2,T,2,BOOF,CAAR,1,9,12,12,,,,,,,,
1628,14/5/2015,234,234.1,T,1,CABU,NA,0,7,93,53.01,,,,,,,,
1629,14/5/2015,234,234.2,T,2,CABU,NA,0,6,86,49.02,,,,,,,,
1630,14/5/2015,234,234.3,T,3,CABU,NA,0,8,101,57.57,,,,,,,,
1631,14/5/2015,226,226.1,T,1,MACA,NA,0,9,120.6,78.39,,,,,,,,
1632,14/5/2015,226,226.2,T,2,MACA,NA,0,12,160.8,104.52,,,,,,,,
1633,14/5/2015,226,226.3,T,3,MACA,NA,0,13,174.2,113.23,,,,,,,,
1634,14/5/2015,294,294.1,T,1,CABU,BOOF,1,4,30.4,17.328,,,,,,,,
1635,14/5/2015,294,294.2,T,2,CABU,BOOF,3,2,15.2,8.664,,,,,,,,
1636,14/5/2015,235,235.1,T,1,CABU,BRMA,1,6,45.6,25.992,,,,,,,,
1637,14/5/2015,212,212.2,T,2,CABU,BRMA,3,1,7.6,4.332,,,,,,,,
1638,14/5/2015,212,212.1,T,1,CABU,CAAR,1,7,53.2,30.324,,,,,,,,
1639,14/5/2015,298,298.2,T,2,CABU,CAAR,3,2,15.2,8.664,,,,,,,,
1640,14/5/2015,300,300.1,T,1,CABU,CABU,1,3,22.8,12.996,,,,,,,,
1641,14/5/2015,300,300.2,T,2,CABU,CABU,3,1,7.6,4.332,,,,,,,,
1642,14/5/2015,300,300.1,T,1,CABU,DIER,1,4,30.4,17.328,,,,,,,,
1643,14/5/2015,301,301.2,T,2,CABU,DIER,3,1,7.6,4.332,,,,,,,,
1644,14/5/2015,301,301.1,T,1,CABU,MACA,1,6,45.6,25.992,,,,,,,,
1645,14/5/2015,301,301.2,T,2,CABU,MACA,3,2,15.2,8.664,,,,,,,,
1646,14/5/2015,287,287.1,T,1,CABU,MEPO,1,5,38,21.66,,,,,,,,
1647,14/5/2015,287,287.2,T,2,CABU,MEPO,3,3,22.8,12.996,,,,,,,,
1648,14/5/2015,287,287.1,T,1,CABU,PARO,1,3,22.8,12.996,,,,,,,,
1649,14/5/2015,286,286.2,T,2,CABU,PARO,3,2,15.2,8.664,,,,,,,,
1650,14/5/2015,286,286.1,T,1,CABU,SIAL,1,4,30.4,17.328,,,,,,,,
1651,14/5/2015,249,249.2,T,2,CABU,SIAL,3,1,7.6,4.332,,,,,,,,
1652,14/5/2015,249,249.1,T,1,CABU,VISA,1,5,38,21.66,,,,,,,,
1653,14/5/2015,249,249.2,T,2,CABU,VISA,3,1,7.6,4.332,,,,,,,,
1654,14/5/2015,265,265.1,C,1,CABU,BOOF,1,12,91.2,51.984,,,,,120.4,BOOF,5.86354,
1655,14/5/2015,265,265.2,C,2,CABU,BOOF,3,9,68.4,38.988,,,,,,,,
1656,14/5/2015,211,211.1,C,1,MACA,BOOF,1,12,156,101.4,,,,,,,,
1657,14/5/2015,211,211.2,C,2,MACA,BOOF,3,6,78,50.7,,,,,,,,
1658,14/5/2015,213,213.1,C,1,PARO,BOOF,1,4,356,67.64,,,,,,,,
1659,14/5/2015,213,213.2,C,2,PARO,BOOF,2,4,356,67.64,,,,,,,,
1660,14/5/2015,291,291.1,C,1,PARO,CABU,4,7,623,118.37,,,,,,,,
1661,14/5/2015,291,291.2,C,2,PARO,CABU,17,6,534,101.46,,,,,,,,
1662,14/5/2015,261,261.1,C,1,VISA,BOOF,1,3,18,18,,,,,,,,
1663,14/5/2015,261,261.2,C,2,VISA,BOOF,3,3,18,18,,,,,,,,
1664,14/5/2015,261,261.1,C,1,VISA,PARO,4,3,18,18,,,,,,,,
1665,14/5/2015,261,261.2,C,2,VISA,PARO,6,2,12,12,,,,,,,,
1666,14/5/2015,288,288.1,T,1,CAAR,BOOF,1,1,10,4.9,,,,,,,,
1667,14/5/2015,299,299.2,T,2,CAAR,BOOF,2,1,10,4.9,,,,,,,,
1668,14/5/2015,178,178.1,T,1,DIER,CAAR,8,4,30,19.8,,,,,,,,
1669,14/5/2015,178,178.2,T,2,DIER,CAAR,6,6,45,29.7,,,,,,,5.833525,
1670,14/5/2015,184,184.1,T,1,DIER,PARO,30,5,38,25.08,,,,,,,,
1671,14/5/2015,184,184.2,T,2,DIER,PARO,33,4,32,21.12,,,,,,,,
1672,14/5/2015,253,253.1,T,1,DIER,SIAL,2,8,60.24,39.7584,,,,,,,,
1673,14/5/2015,253,253.2,T,2,DIER,SIAL,4,4,30.12,19.8792,,,,,,,,
1674,14/5/2015,253,253.1,T,1,MACA,BOOF,1,2,26,16.9,,,,,,,,
1675,14/5/2015,253,253.2,T,2,MACA,BOOF,2,1,13,8.45,,,,,,,,
1676,14/5/2015,271,271.1,T,1,PARO,BOOF,1,4,356,67.64,,,,,,,,
1677,14/5/2015,271,271.2,T,2,PARO,BOOF,2,2,178,33.82,,,,,,,,
1678,14/5/2015,283,283.1,T,1,VISA,BOOF,1,4,24,24,,,,,,,,
1679,14/5/2015,283,283.2,T,2,VISA,BOOF,2,3,18,18,,,,,,,,
1680,14/5/2015,285,285.1,C,1,BOOF,CABU,8,4,5,5,,,,,,,,
1681,14/5/2015,285,285.2,C,2,BOOF,CABU,6,2,3,3,,,,,,,,
1682,14/5/2015,239,239.1,C,1,BOOF,DIER,6,4,5,5,,,,,,,,
1683,14/5/2015,239,239.2,C,2,BOOF,DIER,4,2,3,3,,,,,,,,
1684,14/5/2015,247,247.1,C,1,BOOF,PARO,8,10,13,13,,,,,,,,
1685,14/5/2015,247,247.2,C,2,BOOF,PARO,4,12,16,16,,,,,,,,
